Batch,Community,Isolate1,Isolate2,Freq1,Freq2,image_name_pair,image_name_isolate1,image_name_isolate2,color_channel,folder_original,folder_channel,folder_rolled,folder_threshold,folder_round,folder_watershed,folder_transect,folder_feature,folder_random_forest,folder_bootstrap,folder_combined
B2,C11R1,5,6,50,50,B2_T8_C11R1_50-50_5_6,B2_T8_C11R1_5,B2_T8_C11R1_6,green,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-00-original/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-01-channel/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-02-rolled/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-03-threshold/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-04-round/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-05-watershed/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-06-transect/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-07-feature/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-08-random_forest/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-09-bootstrap/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-NA/
B2,C11R1,5,7,50,50,B2_T8_C11R1_50-50_5_7,B2_T8_C11R1_5,B2_T8_C11R1_7,green,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-00-original/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-01-channel/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-02-rolled/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-03-threshold/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-04-round/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-05-watershed/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-06-transect/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-07-feature/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-08-random_forest/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-09-bootstrap/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-NA/
B2,C11R1,5,8,50,50,B2_T8_C11R1_50-50_5_8,B2_T8_C11R1_5,B2_T1_C11R1_8,green,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-00-original/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-01-channel/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-02-rolled/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-03-threshold/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-04-round/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-05-watershed/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-06-transect/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-07-feature/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-08-random_forest/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-09-bootstrap/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-NA/
B2,C11R1,5,9,50,50,B2_T8_C11R1_50-50_5_9,B2_T8_C11R1_5,B2_T0_C11R1_9,green,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-00-original/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-01-channel/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-02-rolled/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-03-threshold/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-04-round/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-05-watershed/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-06-transect/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-07-feature/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-08-random_forest/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-09-bootstrap/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-NA/
B2,C11R1,6,7,50,50,B2_T8_C11R1_50-50_6_7,B2_T8_C11R1_6,B2_T8_C11R1_7,green,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-00-original/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-01-channel/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-02-rolled/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-03-threshold/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-04-round/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-05-watershed/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-06-transect/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-07-feature/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-08-random_forest/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-09-bootstrap/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-NA/
B2,C11R1,6,8,50,50,B2_T8_C11R1_50-50_6_8,B2_T8_C11R1_6,B2_T1_C11R1_8,green,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-00-original/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-01-channel/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-02-rolled/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-03-threshold/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-04-round/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-05-watershed/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-06-transect/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-07-feature/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-08-random_forest/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-09-bootstrap/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-NA/
B2,C11R1,6,9,50,50,B2_T8_C11R1_50-50_6_9,B2_T8_C11R1_6,B2_T0_C11R1_9,green,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-00-original/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-01-channel/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-02-rolled/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-03-threshold/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-04-round/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-05-watershed/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-06-transect/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-07-feature/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-08-random_forest/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-09-bootstrap/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-NA/
B2,C11R1,7,8,50,50,B2_T8_C11R1_50-50_7_8,B2_T8_C11R1_7,B2_T1_C11R1_8,green,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-00-original/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-01-channel/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-02-rolled/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-03-threshold/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-04-round/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-05-watershed/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-06-transect/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-07-feature/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-08-random_forest/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-09-bootstrap/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-NA/
B2,C11R1,7,9,50,50,B2_T8_C11R1_50-50_7_9,B2_T8_C11R1_7,B2_T0_C11R1_9,green,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-00-original/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-01-channel/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-02-rolled/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-03-threshold/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-04-round/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-05-watershed/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-06-transect/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-07-feature/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-08-random_forest/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-09-bootstrap/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-NA/
B2,C11R1,8,9,50,50,B2_T8_C11R1_50-50_8_9,B2_T1_C11R1_8,B2_T0_C11R1_9,green,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-00-original/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-01-channel/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-02-rolled/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-03-threshold/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-04-round/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-05-watershed/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-06-transect/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-07-feature/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-08-random_forest/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-09-bootstrap/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-NA/
B2,C2R6,1,2,95,5,B2_T8_C2R6_5-95_1_2,B2_T1_C2R6_1,B2_T8_C2R6_2,green,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-00-original/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-01-channel/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-02-rolled/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-03-threshold/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-04-round/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-05-watershed/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-06-transect/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-07-feature/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-08-random_forest/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-09-bootstrap/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-NA/
B2,C2R6,1,3,95,5,B2_T8_C2R6_5-95_1_3,B2_T1_C2R6_1,B2_T8_C2R6_3,green,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-00-original/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-01-channel/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-02-rolled/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-03-threshold/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-04-round/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-05-watershed/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-06-transect/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-07-feature/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-08-random_forest/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-09-bootstrap/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-NA/
B2,C2R6,2,1,95,5,B2_T8_C2R6_5-95_2_1,B2_T8_C2R6_2,B2_T1_C2R6_1,green,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-00-original/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-01-channel/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-02-rolled/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-03-threshold/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-04-round/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-05-watershed/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-06-transect/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-07-feature/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-08-random_forest/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-09-bootstrap/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-NA/
B2,C2R6,2,3,95,5,B2_T8_C2R6_5-95_2_3,B2_T8_C2R6_2,B2_T8_C2R6_3,green,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-00-original/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-01-channel/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-02-rolled/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-03-threshold/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-04-round/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-05-watershed/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-06-transect/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-07-feature/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-08-random_forest/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-09-bootstrap/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-NA/
B2,C2R6,3,1,95,5,B2_T8_C2R6_5-95_3_1,B2_T8_C2R6_3,B2_T1_C2R6_1,green,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-00-original/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-01-channel/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-02-rolled/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-03-threshold/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-04-round/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-05-watershed/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-06-transect/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-07-feature/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-08-random_forest/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-09-bootstrap/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-NA/
B2,C2R6,3,2,95,5,B2_T8_C2R6_5-95_3_2,B2_T8_C2R6_3,B2_T8_C2R6_2,green,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-00-original/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-01-channel/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-02-rolled/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-03-threshold/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-04-round/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-05-watershed/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-06-transect/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-07-feature/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-08-random_forest/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-09-bootstrap/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-NA/
B2,C2R6,1,2,50,50,B2_T8_C2R6_50-50_1_2,B2_T1_C2R6_1,B2_T8_C2R6_2,green,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-00-original/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-01-channel/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-02-rolled/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-03-threshold/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-04-round/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-05-watershed/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-06-transect/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-07-feature/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-08-random_forest/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-09-bootstrap/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-NA/
B2,C2R6,1,3,50,50,B2_T8_C2R6_50-50_1_3,B2_T1_C2R6_1,B2_T8_C2R6_3,green,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-00-original/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-01-channel/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-02-rolled/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-03-threshold/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-04-round/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-05-watershed/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-06-transect/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-07-feature/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-08-random_forest/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-09-bootstrap/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-NA/
B2,C2R6,2,3,50,50,B2_T8_C2R6_50-50_2_3,B2_T8_C2R6_2,B2_T8_C2R6_3,green,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-00-original/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-01-channel/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-02-rolled/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-03-threshold/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-04-round/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-05-watershed/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-06-transect/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-07-feature/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-08-random_forest/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-09-bootstrap/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-NA/
B2,C2R8,1,2,95,5,B2_T8_C2R8_5-95_1_2,B2_T8_C2R8_1,B2_T8_C2R8_2,green,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-00-original/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-01-channel/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-02-rolled/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-03-threshold/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-04-round/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-05-watershed/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-06-transect/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-07-feature/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-08-random_forest/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-09-bootstrap/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-NA/
B2,C2R8,1,3,95,5,B2_T8_C2R8_5-95_1_3,B2_T8_C2R8_1,B2_T0_C2R8_3,green,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-00-original/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-01-channel/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-02-rolled/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-03-threshold/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-04-round/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-05-watershed/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-06-transect/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-07-feature/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-08-random_forest/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-09-bootstrap/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-NA/
B2,C2R8,1,4,95,5,B2_T8_C2R8_5-95_1_4,B2_T8_C2R8_1,B2_T0_C2R8_4,green,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-00-original/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-01-channel/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-02-rolled/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-03-threshold/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-04-round/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-05-watershed/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-06-transect/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-07-feature/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-08-random_forest/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-09-bootstrap/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-NA/
B2,C2R8,2,1,95,5,B2_T8_C2R8_5-95_2_1,B2_T8_C2R8_2,B2_T8_C2R8_1,green,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-00-original/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-01-channel/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-02-rolled/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-03-threshold/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-04-round/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-05-watershed/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-06-transect/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-07-feature/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-08-random_forest/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-09-bootstrap/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-NA/
B2,C2R8,2,3,95,5,B2_T8_C2R8_5-95_2_3,B2_T8_C2R8_2,B2_T0_C2R8_3,green,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-00-original/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-01-channel/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-02-rolled/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-03-threshold/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-04-round/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-05-watershed/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-06-transect/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-07-feature/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-08-random_forest/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-09-bootstrap/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-NA/
B2,C2R8,2,4,95,5,B2_T8_C2R8_5-95_2_4,B2_T8_C2R8_2,B2_T0_C2R8_4,green,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-00-original/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-01-channel/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-02-rolled/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-03-threshold/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-04-round/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-05-watershed/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-06-transect/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-07-feature/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-08-random_forest/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-09-bootstrap/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-NA/
B2,C2R8,3,1,95,5,B2_T8_C2R8_5-95_3_1,B2_T0_C2R8_3,B2_T8_C2R8_1,green,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-00-original/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-01-channel/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-02-rolled/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-03-threshold/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-04-round/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-05-watershed/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-06-transect/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-07-feature/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-08-random_forest/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-09-bootstrap/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/B2-NA/
