Community,Isolate1,Isolate2,Isolate1Freq,Isolate2Freq,Experiment,Result,InteractionType,From,To,ExpID1,ExpID2,Family1,Family2,NucleotideDifference,SequenceLength,Isolate1OD405,Isolate1OD620,Isolate2OD405,Isolate2OD620,OD405Difference,OD620Difference,Batch,Transfer,FileDirectory,FileName,ColonyCount,ColonyCount1,ColonyCount2
C1R7,2,6,95,5,Transitivity_D,6,Competition exclusion,6,2,1.7.A.1.2,1.7.B.3,Pseudomonadaceae,Enterobacteriaceae,76,653,0.354,0.144666667,0.249333333,0.121333333,0.104666667,0.023333333,D,T8,transtivity-D/pairs/D_T8_C1R7_5-95_2_6.tiff,D_T8_C1R7_5-95_2_6,60,0,60
C1R7,2,7,5,95,Transitivity_D,7,Competition exclusion,7,2,1.7.A.1.2,1.7.B.4,Pseudomonadaceae,Enterobacteriaceae,76,648,0.354,0.144666667,0.374333333,0.200333333,0.020333333,0.055666667,D,T8,transtivity-D/pairs/D_T8_C1R7_5-95_7_2.tiff,D_T8_C1R7_5-95_7_2,103,0,103
C1R7,2,7,50,50,Transitivity_D,7,Competition exclusion,7,2,1.7.A.1.2,1.7.B.4,Pseudomonadaceae,Enterobacteriaceae,76,648,0.354,0.144666667,0.374333333,0.200333333,0.020333333,0.055666667,D,T8,transtivity-D/pairs/D_T8_C1R7_50-50_2_7.tiff,D_T8_C1R7_50-50_2_7,105,0,105
C1R7,2,7,95,5,Transitivity_D,7,Competition exclusion,7,2,1.7.A.1.2,1.7.B.4,Pseudomonadaceae,Enterobacteriaceae,76,648,0.354,0.144666667,0.374333333,0.200333333,0.020333333,0.055666667,D,T8,transtivity-D/pairs/D_T8_C1R7_5-95_2_7.tiff,D_T8_C1R7_5-95_2_7,128,0,128
C1R7,3,4,5,95,Transitivity_D,4,Competition exclusion,4,3,1.7.A.3,1.7.A.4,Enterobacteriaceae,Enterobacteriaceae,33,793,0.286333333,0.148,0.312,0.154,0.025666667,0.006,D,T8,transtivity-D/pairs/D_T8_C1R7_5-95_4_3.tiff,D_T8_C1R7_5-95_4_3,127,0,127
C1R7,3,4,50,50,Transitivity_D,4,Competition exclusion,4,3,1.7.A.3,1.7.A.4,Enterobacteriaceae,Enterobacteriaceae,33,793,0.286333333,0.148,0.312,0.154,0.025666667,0.006,D,T8,transtivity-D/pairs/D_T8_C1R7_50-50_3_4.tiff,D_T8_C1R7_50-50_3_4,95,0,95
C1R7,3,7,5,95,Transitivity_D,7,Competition exclusion,7,3,1.7.A.3,1.7.B.4,Enterobacteriaceae,Enterobacteriaceae,7,650,0.286333333,0.148,0.374333333,0.200333333,0.088,0.052333333,D,T8,transtivity-D/pairs/D_T8_C1R7_5-95_7_3.tiff,D_T8_C1R7_5-95_7_3,116,0,116
C1R7,3,7,50,50,Transitivity_D,7,Competition exclusion,7,3,1.7.A.3,1.7.B.4,Enterobacteriaceae,Enterobacteriaceae,7,650,0.286333333,0.148,0.374333333,0.200333333,0.088,0.052333333,D,T8,transtivity-D/pairs/D_T8_C1R7_50-50_3_7.tiff,D_T8_C1R7_50-50_3_7,145,0,145
C1R7,3,7,95,5,Transitivity_D,7,Competition exclusion,7,3,1.7.A.3,1.7.B.4,Enterobacteriaceae,Enterobacteriaceae,7,650,0.286333333,0.148,0.374333333,0.200333333,0.088,0.052333333,D,T8,transtivity-D/pairs/D_T8_C1R7_5-95_3_7.tiff,D_T8_C1R7_5-95_3_7,69,0,69
C1R7,4,5,95,5,Transitivity_D,4,Competition exclusion,4,5,1.7.A.4,1.7.A.5,Enterobacteriaceae,Enterobacteriaceae,17,653,0.312,0.154,0.299,0.154,0.013,0,D,T8,transtivity-D/pairs/D_T8_C1R7_5-95_4_5.tiff,D_T8_C1R7_5-95_4_5,169,169,0
C1R7,4,6,5,95,Transitivity_D,4,Competition exclusion,4,6,1.7.A.4,1.7.B.3,Enterobacteriaceae,Enterobacteriaceae,17,656,0.312,0.154,0.249333333,0.121333333,0.062666667,0.032666667,D,T8,transtivity-D/pairs/D_T8_C1R7_5-95_6_4.tiff,D_T8_C1R7_5-95_6_4,129,129,0
C1R7,4,6,50,50,Transitivity_D,4,Competition exclusion,4,6,1.7.A.4,1.7.B.3,Enterobacteriaceae,Enterobacteriaceae,17,656,0.312,0.154,0.249333333,0.121333333,0.062666667,0.032666667,D,T8,transtivity-D/pairs/D_T8_C1R7_50-50_4_6.tiff,D_T8_C1R7_50-50_4_6,145,145,0
C1R7,4,6,95,5,Transitivity_D,4,Competition exclusion,4,6,1.7.A.4,1.7.B.3,Enterobacteriaceae,Enterobacteriaceae,17,656,0.312,0.154,0.249333333,0.121333333,0.062666667,0.032666667,D,T8,transtivity-D/pairs/D_T8_C1R7_5-95_4_6.tiff,D_T8_C1R7_5-95_4_6,178,178,0
C1R7,4,7,5,95,Transitivity_D,7,Competition exclusion,7,4,1.7.A.4,1.7.B.4,Enterobacteriaceae,Enterobacteriaceae,15,651,0.312,0.154,0.374333333,0.200333333,0.062333333,0.046333333,D,T8,transtivity-D/pairs/D_T8_C1R7_5-95_7_4.tiff,D_T8_C1R7_5-95_7_4,146,0,146
C1R7,4,7,50,50,Transitivity_D,7,Competition exclusion,7,4,1.7.A.4,1.7.B.4,Enterobacteriaceae,Enterobacteriaceae,15,651,0.312,0.154,0.374333333,0.200333333,0.062333333,0.046333333,D,T8,transtivity-D/pairs/D_T8_C1R7_50-50_4_7.tiff,D_T8_C1R7_50-50_4_7,140,0,140
C1R7,4,7,95,5,Transitivity_D,7,Competition exclusion,7,4,1.7.A.4,1.7.B.4,Enterobacteriaceae,Enterobacteriaceae,15,651,0.312,0.154,0.374333333,0.200333333,0.062333333,0.046333333,D,T8,transtivity-D/pairs/D_T8_C1R7_5-95_4_7.tiff,D_T8_C1R7_5-95_4_7,131,0,131
C1R7,5,6,5,95,Transitivity_D,6,Competition exclusion,6,5,1.7.A.5,1.7.B.3,Enterobacteriaceae,Enterobacteriaceae,9,652,0.299,0.154,0.249333333,0.121333333,0.049666667,0.032666667,D,T8,transtivity-D/pairs/D_T8_C1R7_5-95_6_5.tiff,D_T8_C1R7_5-95_6_5,56,0,56
C1R7,5,7,5,95,Transitivity_D,7,Competition exclusion,7,5,1.7.A.5,1.7.B.4,Enterobacteriaceae,Enterobacteriaceae,12,648,0.299,0.154,0.374333333,0.200333333,0.075333333,0.046333333,D,T8,transtivity-D/pairs/D_T8_C1R7_5-95_7_5.tiff,D_T8_C1R7_5-95_7_5,117,0,117
C1R7,5,7,50,50,Transitivity_D,7,Competition exclusion,7,5,1.7.A.5,1.7.B.4,Enterobacteriaceae,Enterobacteriaceae,12,648,0.299,0.154,0.374333333,0.200333333,0.075333333,0.046333333,D,T8,transtivity-D/pairs/D_T8_C1R7_50-50_5_7.tiff,D_T8_C1R7_50-50_5_7,140,0,140
C1R7,5,7,95,5,Transitivity_D,7,Competition exclusion,7,5,1.7.A.5,1.7.B.4,Enterobacteriaceae,Enterobacteriaceae,12,648,0.299,0.154,0.374333333,0.200333333,0.075333333,0.046333333,D,T8,transtivity-D/pairs/D_T8_C1R7_5-95_5_7.tiff,D_T8_C1R7_5-95_5_7,123,0,123
C1R7,6,7,5,95,Transitivity_D,7,Competition exclusion,7,6,1.7.B.3,1.7.B.4,Enterobacteriaceae,Enterobacteriaceae,14,650,0.249333333,0.121333333,0.374333333,0.200333333,0.125,0.079,D,T8,transtivity-D/pairs/D_T8_C1R7_5-95_7_6.tiff,D_T8_C1R7_5-95_7_6,128,0,128
C1R7,6,7,50,50,Transitivity_D,7,Competition exclusion,7,6,1.7.B.3,1.7.B.4,Enterobacteriaceae,Enterobacteriaceae,14,650,0.249333333,0.121333333,0.374333333,0.200333333,0.125,0.079,D,T8,transtivity-D/pairs/D_T8_C1R7_50-50_6_7.tiff,D_T8_C1R7_50-50_6_7,144,0,144
C1R7,6,7,95,5,Transitivity_D,7,Competition exclusion,7,6,1.7.B.3,1.7.B.4,Enterobacteriaceae,Enterobacteriaceae,14,650,0.249333333,0.121333333,0.374333333,0.200333333,0.125,0.079,D,T8,transtivity-D/pairs/D_T8_C1R7_5-95_6_7.tiff,D_T8_C1R7_5-95_6_7,145,0,145
C2R6,1,2,50,50,Transitivity_B2,1,Competition exclusion,1,2,2.6.A.1,2.6.A.2,Enterobacteriaceae,Enterobacteriaceae,10,529,0.2905,0.149333333,0.249666667,0.134166667,0.040833333,0.015166667,B2,T8,transtivity-B2/pairs/B2_T8_C2R6_50-50_1_2.tiff,B2_T8_C2R6_50-50_1_2,40,40,0
C2R6,1,2,95,5,Transitivity_B2,1,Competition exclusion,1,2,2.6.A.1,2.6.A.2,Enterobacteriaceae,Enterobacteriaceae,10,529,0.2905,0.149333333,0.249666667,0.134166667,0.040833333,0.015166667,B2,T8,transtivity-B2/pairs/B2_T8_C2R6_5-95_1_2.tiff,B2_T8_C2R6_5-95_1_2,44,44,0
C2R6,1,3,5,95,Transitivity_B2,3,Competition exclusion,3,1,2.6.A.1,2.6.A.3,Enterobacteriaceae,Enterobacteriaceae,2,529,0.2905,0.149333333,0.251833333,0.124166667,0.038666667,0.025166667,B2,T8,transtivity-B2/pairs/B2_T8_C2R6_5-95_3_1.tiff,B2_T8_C2R6_5-95_3_1,61,0,61
C2R6,1,4,5,95,Transitivity_B2,4,Competition exclusion,4,1,2.6.A.1,2.6.A.5,Enterobacteriaceae,NA,NA,NA,0.2905,0.149333333,0.243,0.120166667,0.0475,0.029166667,B2,T8,transtivity-B2/pairs/B2_T8_C2R6_5-95_4_1.tiff,B2_T8_C2R6_5-95_4_1,21,0,21
C2R6,1,4,50,50,Transitivity_B2,4,Competition exclusion,4,1,2.6.A.1,2.6.A.5,Enterobacteriaceae,NA,NA,NA,0.2905,0.149333333,0.243,0.120166667,0.0475,0.029166667,B2,T8,transtivity-B2/pairs/B2_T8_C2R6_50-50_1_4.tiff,B2_T8_C2R6_50-50_1_4,16,0,16
C2R6,1,4,95,5,Transitivity_B2,1,Competition exclusion,1,4,2.6.A.1,2.6.A.5,Enterobacteriaceae,NA,NA,NA,0.2905,0.149333333,0.243,0.120166667,0.0475,0.029166667,B2,T8,transtivity-B2/pairs/B2_T8_C2R6_5-95_1_4.tiff,B2_T8_C2R6_5-95_1_4,25,25,0
C2R6,3,4,5,95,Transitivity_B2,4,Competition exclusion,4,3,2.6.A.3,2.6.A.5,Enterobacteriaceae,NA,NA,NA,0.251833333,0.124166667,0.243,0.120166667,0.008833333,0.004,B2,T8,transtivity-B2/pairs/B2_T8_C2R6_5-95_4_3.tiff,B2_T8_C2R6_5-95_4_3,13,0,13
C2R6,3,4,50,50,Transitivity_B2,4,Competition exclusion,4,3,2.6.A.3,2.6.A.5,Enterobacteriaceae,NA,NA,NA,0.251833333,0.124166667,0.243,0.120166667,0.008833333,0.004,B2,T8,transtivity-B2/pairs/B2_T8_C2R6_50-50_3_4.tiff,B2_T8_C2R6_50-50_3_4,14,0,14
C2R6,3,4,95,5,Transitivity_B2,3,Competition exclusion,3,4,2.6.A.3,2.6.A.5,Enterobacteriaceae,NA,NA,NA,0.251833333,0.124166667,0.243,0.120166667,0.008833333,0.004,B2,T8,transtivity-B2/pairs/B2_T8_C2R6_5-95_3_4.tiff,B2_T8_C2R6_5-95_3_4,50,50,0
C2R8,1,3,5,95,Transitivity_B2,1,Competition exclusion,1,3,2.8.A.1,2.8.A.3,Enterobacteriaceae,Pseudomonadaceae,77,648,0.285666667,0.153,0.226166667,0.111666667,0.0595,0.041333333,B2,T8,transtivity-B2/pairs/B2_T8_C2R8_5-95_3_1.tiff,B2_T8_C2R8_5-95_3_1,64,64,0
C2R8,1,3,50,50,Transitivity_B2,1,Competition exclusion,1,3,2.8.A.1,2.8.A.3,Enterobacteriaceae,Pseudomonadaceae,77,648,0.285666667,0.153,0.226166667,0.111666667,0.0595,0.041333333,B2,T8,transtivity-B2/pairs/B2_T8_C2R8_50-50_1_3.tiff,B2_T8_C2R8_50-50_1_3,45,45,0
C2R8,1,3,95,5,Transitivity_B2,1,Competition exclusion,1,3,2.8.A.1,2.8.A.3,Enterobacteriaceae,Pseudomonadaceae,77,648,0.285666667,0.153,0.226166667,0.111666667,0.0595,0.041333333,B2,T8,transtivity-B2/pairs/B2_T8_C2R8_5-95_1_3.tiff,B2_T8_C2R8_5-95_1_3,38,38,0
C2R8,1,4,5,95,Transitivity_B2,1,Competition exclusion,1,4,2.8.A.1,2.8.B.2,Enterobacteriaceae,Pseudomonadaceae,77,648,0.285666667,0.153,0.213666667,0.109166667,0.072,0.043833333,B2,T8,transtivity-B2/pairs/B2_T8_C2R8_5-95_4_1.tiff,B2_T8_C2R8_5-95_4_1,40,40,0
C2R8,1,4,50,50,Transitivity_B2,1,Competition exclusion,1,4,2.8.A.1,2.8.B.2,Enterobacteriaceae,Pseudomonadaceae,77,648,0.285666667,0.153,0.213666667,0.109166667,0.072,0.043833333,B2,T8,transtivity-B2/pairs/B2_T8_C2R8_50-50_1_4.tiff,B2_T8_C2R8_50-50_1_4,46,46,0
C2R8,1,4,95,5,Transitivity_B2,1,Competition exclusion,1,4,2.8.A.1,2.8.B.2,Enterobacteriaceae,Pseudomonadaceae,77,648,0.285666667,0.153,0.213666667,0.109166667,0.072,0.043833333,B2,T8,transtivity-B2/pairs/B2_T8_C2R8_5-95_1_4.tiff,B2_T8_C2R8_5-95_1_4,69,69,0
C2R8,2,3,5,95,Transitivity_B2,2,Competition exclusion,2,3,2.8.A.2,2.8.A.3,Enterobacteriaceae,Pseudomonadaceae,96,773,0.252833333,0.124833333,0.226166667,0.111666667,0.026666667,0.013166667,B2,T8,transtivity-B2/pairs/B2_T8_C2R8_5-95_3_2.tiff,B2_T8_C2R8_5-95_3_2,41,41,0
C2R8,2,3,50,50,Transitivity_B2,2,Competition exclusion,2,3,2.8.A.2,2.8.A.3,Enterobacteriaceae,Pseudomonadaceae,96,773,0.252833333,0.124833333,0.226166667,0.111666667,0.026666667,0.013166667,B2,T8,transtivity-B2/pairs/B2_T8_C2R8_50-50_2_3.tiff,B2_T8_C2R8_50-50_2_3,37,37,0
C2R8,2,3,95,5,Transitivity_B2,2,Competition exclusion,2,3,2.8.A.2,2.8.A.3,Enterobacteriaceae,Pseudomonadaceae,96,773,0.252833333,0.124833333,0.226166667,0.111666667,0.026666667,0.013166667,B2,T8,transtivity-B2/pairs/B2_T8_C2R8_5-95_2_3.tiff,B2_T8_C2R8_5-95_2_3,49,49,0
C2R8,2,4,5,95,Transitivity_B2,2,Competition exclusion,2,4,2.8.A.2,2.8.B.2,Enterobacteriaceae,Pseudomonadaceae,100,842,0.252833333,0.124833333,0.213666667,0.109166667,0.039166667,0.015666667,B2,T8,transtivity-B2/pairs/B2_T8_C2R8_5-95_4_2.tiff,B2_T8_C2R8_5-95_4_2,34,34,0
C2R8,2,4,50,50,Transitivity_B2,2,Competition exclusion,2,4,2.8.A.2,2.8.B.2,Enterobacteriaceae,Pseudomonadaceae,100,842,0.252833333,0.124833333,0.213666667,0.109166667,0.039166667,0.015666667,B2,T8,transtivity-B2/pairs/B2_T8_C2R8_50-50_2_4.tiff,B2_T8_C2R8_50-50_2_4,35,35,0
C2R8,2,4,95,5,Transitivity_B2,2,Competition exclusion,2,4,2.8.A.2,2.8.B.2,Enterobacteriaceae,Pseudomonadaceae,100,842,0.252833333,0.124833333,0.213666667,0.109166667,0.039166667,0.015666667,B2,T8,transtivity-B2/pairs/B2_T8_C2R8_5-95_2_4.tiff,B2_T8_C2R8_5-95_2_4,40,40,0
C4R1,1,2,5,95,Transitivity_D,2,Competition exclusion,2,1,4.1.A.1,4.1.A.2,Pseudomonadaceae,Enterobacteriaceae,80,648,0.116666667,0.043333333,0.360666667,0.194,0.244,0.150666667,D,T8,transtivity-D/pairs/D_T8_C4R1_5-95_2_1.tiff,D_T8_C4R1_5-95_2_1,164,0,164
C4R1,2,3,50,50,Transitivity_D,2,Competition exclusion,2,3,4.1.A.2,4.1.B.4,Enterobacteriaceae,Comamonadaceae,101,645,0.360666667,0.194,0.091333333,0.032666667,0.269333333,0.161333333,D,T8,transtivity-D/pairs/D_T8_C4R1_50-50_2_3.tiff,D_T8_C4R1_50-50_2_3,135,135,0
C4R1,2,3,95,5,Transitivity_D,2,Competition exclusion,2,3,4.1.A.2,4.1.B.4,Enterobacteriaceae,Comamonadaceae,101,645,0.360666667,0.194,0.091333333,0.032666667,0.269333333,0.161333333,D,T8,transtivity-D/pairs/D_T8_C4R1_5-95_2_3.tiff,D_T8_C4R1_5-95_2_3,124,124,0
C7R1,1,2,5,95,Transitivity_B2,1,Competition exclusion,1,2,7.1.A.1,7.1.A.2,Enterobacteriaceae,Pseudomonadaceae,62,507,0.289333333,0.1545,0.214,0.082166667,0.075333333,0.072333333,B2,T8,transtivity-B2/pairs/B2_T8_C7R1_5-95_2_1.tiff,B2_T8_C7R1_5-95_2_1,104,104,0
C7R1,1,2,50,50,Transitivity_B2,1,Competition exclusion,1,2,7.1.A.1,7.1.A.2,Enterobacteriaceae,Pseudomonadaceae,62,507,0.289333333,0.1545,0.214,0.082166667,0.075333333,0.072333333,B2,T8,transtivity-B2/pairs/B2_T8_C7R1_50-50_1_2.tiff,B2_T8_C7R1_50-50_1_2,67,67,0
C7R1,1,2,95,5,Transitivity_B2,1,Competition exclusion,1,2,7.1.A.1,7.1.A.2,Enterobacteriaceae,Pseudomonadaceae,62,507,0.289333333,0.1545,0.214,0.082166667,0.075333333,0.072333333,B2,T8,transtivity-B2/pairs/B2_T8_C7R1_5-95_1_2.tiff,B2_T8_C7R1_5-95_1_2,97,97,0
C7R1,2,3,5,95,Transitivity_B2,3,Competition exclusion,3,2,7.1.A.2,7.1.A.3,Pseudomonadaceae,Enterobacteriaceae,62,507,0.214,0.082166667,0.295,0.159333333,0.081,0.077166667,B2,T8,transtivity-B2/pairs/B2_T8_C7R1_5-95_3_2.tiff,B2_T8_C7R1_5-95_3_2,92,0,92
C7R1,2,3,50,50,Transitivity_B2,3,Competition exclusion,3,2,7.1.A.2,7.1.A.3,Pseudomonadaceae,Enterobacteriaceae,62,507,0.214,0.082166667,0.295,0.159333333,0.081,0.077166667,B2,T8,transtivity-B2/pairs/B2_T8_C7R1_50-50_2_3.tiff,B2_T8_C7R1_50-50_2_3,58,0,58
C7R1,2,3,95,5,Transitivity_B2,3,Competition exclusion,3,2,7.1.A.2,7.1.A.3,Pseudomonadaceae,Enterobacteriaceae,62,507,0.214,0.082166667,0.295,0.159333333,0.081,0.077166667,B2,T8,transtivity-B2/pairs/B2_T8_C7R1_5-95_2_3.tiff,B2_T8_C7R1_5-95_2_3,65,0,65
C7R1,2,4,5,95,Transitivity_B2,4,Competition exclusion,4,2,7.1.A.2,7.1.B.2,Pseudomonadaceae,Enterobacteriaceae,82,652,0.214,0.082166667,0.335,0.178333333,0.121,0.096166667,B2,T8,transtivity-B2/pairs/B2_T8_C7R1_5-95_4_2.tiff,B2_T8_C7R1_5-95_4_2,137,0,137
C7R1,2,4,50,50,Transitivity_B2,4,Competition exclusion,4,2,7.1.A.2,7.1.B.2,Pseudomonadaceae,Enterobacteriaceae,82,652,0.214,0.082166667,0.335,0.178333333,0.121,0.096166667,B2,T8,transtivity-B2/pairs/B2_T8_C7R1_50-50_2_4.tiff,B2_T8_C7R1_50-50_2_4,54,0,54
C7R1,2,4,95,5,Transitivity_B2,4,Competition exclusion,4,2,7.1.A.2,7.1.B.2,Pseudomonadaceae,Enterobacteriaceae,82,652,0.214,0.082166667,0.335,0.178333333,0.121,0.096166667,B2,T8,transtivity-B2/pairs/B2_T8_C7R1_5-95_2_4.tiff,B2_T8_C7R1_5-95_2_4,138,0,138
C10R2,1,2,5,95,Transitivity_B2,2,Competition exclusion,2,1,10.2.A.1,10.2.A.2,Pseudomonadaceae,Enterobacteriaceae,84,617,0.274166667,0.1285,0.307833333,0.1485,0.033666667,0.02,B2,T8,transtivity-B2/pairs/B2_T8_C10R2_5-95_2_1.tiff,B2_T8_C10R2_5-95_2_1,67,0,67
C10R2,1,2,50,50,Transitivity_B2,2,Competition exclusion,2,1,10.2.A.1,10.2.A.2,Pseudomonadaceae,Enterobacteriaceae,84,617,0.274166667,0.1285,0.307833333,0.1485,0.033666667,0.02,B2,T8,transtivity-B2/pairs/B2_T8_C10R2_50-50_1_2.tiff,B2_T8_C10R2_50-50_1_2,80,0,80
C10R2,1,2,95,5,Transitivity_B2,2,Competition exclusion,2,1,10.2.A.1,10.2.A.2,Pseudomonadaceae,Enterobacteriaceae,84,617,0.274166667,0.1285,0.307833333,0.1485,0.033666667,0.02,B2,T8,transtivity-B2/pairs/B2_T8_C10R2_5-95_1_2.tiff,B2_T8_C10R2_5-95_1_2,107,0,107
C10R2,1,3,5,95,Transitivity_B2,1,Competition exclusion,1,3,NA,NA,NA,NA,NA,NA,0.274166667,0.1285,5.00E-04,5.00E-04,0.273666667,0.128,B2,T8,transtivity-B2/pairs/B2_T8_C10R2_5-95_3_1.tiff,B2_T8_C10R2_5-95_3_1,20,20,0
C10R2,1,3,95,5,Transitivity_B2,1,Competition exclusion,1,3,NA,NA,NA,NA,NA,NA,0.274166667,0.1285,5.00E-04,5.00E-04,0.273666667,0.128,B2,T8,transtivity-B2/pairs/B2_T8_C10R2_5-95_1_3.tiff,B2_T8_C10R2_5-95_1_3,10,10,0
C10R2,2,3,5,95,Transitivity_B2,2,Competition exclusion,2,3,NA,NA,NA,NA,NA,NA,0.307833333,0.1485,5.00E-04,5.00E-04,0.307333333,0.148,B2,T8,transtivity-B2/pairs/B2_T8_C10R2_5-95_3_2.tiff,B2_T8_C10R2_5-95_3_2,53,53,0
C11R1,1,3,5,95,Transitivity_C,1,Competition exclusion,1,3,11.1.A.1,11.1.A.3,Pseudomonadaceae,Moraxellaceae,97,782,0.11,0.047,0.001714286,0.000428571,0.108285714,0.046571429,C,T8,transtivity-C/pairs/C_T8_C11R1_5-95_3_1.tiff,C_T8_C11R1_5-95_3_1,47,47,0
C11R1,1,3,95,5,Transitivity_C,1,Competition exclusion,1,3,11.1.A.1,11.1.A.3,Pseudomonadaceae,Moraxellaceae,97,782,0.11,0.047,0.001714286,0.000428571,0.108285714,0.046571429,C,T8,transtivity-C/pairs/C_T8_C11R1_5-95_1_3.tiff,C_T8_C11R1_5-95_1_3,37,37,0
C11R1,2,5,5,95,Transitivity_B2,5,Competition exclusion,5,2,11.1.A.2,11.1.B.1,Alcaligenaceae,Enterobacteriaceae,76,517,0.000571429,0,0.313142857,0.150714286,0.312571429,0.150714286,B2,T8,transtivity-B2/pairs/B2_T8_C11R1_5-95_5_2.tiff,B2_T8_C11R1_5-95_5_2,99,0,99
C11R1,2,5,50,50,Transitivity_B2,5,Competition exclusion,5,2,11.1.A.2,11.1.B.1,Alcaligenaceae,Enterobacteriaceae,76,517,0.000571429,0,0.313142857,0.150714286,0.312571429,0.150714286,B2,T8,transtivity-B2/pairs/B2_T8_C11R1_50-50_2_5.tiff,B2_T8_C11R1_50-50_2_5,76,0,76
C11R1,2,5,95,5,Transitivity_B2,5,Competition exclusion,5,2,11.1.A.2,11.1.B.1,Alcaligenaceae,Enterobacteriaceae,76,517,0.000571429,0,0.313142857,0.150714286,0.312571429,0.150714286,B2,T8,transtivity-B2/pairs/B2_T8_C11R1_5-95_2_5.tiff,B2_T8_C11R1_5-95_2_5,112,0,112
C11R1,2,6,5,95,Transitivity_B2,6,Competition exclusion,6,2,11.1.A.2,11.1.B.3,Alcaligenaceae,Enterobacteriaceae,110,653,0.000571429,0,0.321714286,0.170142857,0.321142857,0.170142857,B2,T8,transtivity-B2/pairs/B2_T8_C11R1_5-95_6_2.tiff,B2_T8_C11R1_5-95_6_2,86,0,86
C11R1,2,6,50,50,Transitivity_B2,6,Competition exclusion,6,2,11.1.A.2,11.1.B.3,Alcaligenaceae,Enterobacteriaceae,110,653,0.000571429,0,0.321714286,0.170142857,0.321142857,0.170142857,B2,T8,transtivity-B2/pairs/B2_T8_C11R1_50-50_2_6.tiff,B2_T8_C11R1_50-50_2_6,68,0,68
C11R1,2,6,95,5,Transitivity_B2,6,Competition exclusion,6,2,11.1.A.2,11.1.B.3,Alcaligenaceae,Enterobacteriaceae,110,653,0.000571429,0,0.321714286,0.170142857,0.321142857,0.170142857,B2,T8,transtivity-B2/pairs/B2_T8_C11R1_5-95_2_6.tiff,B2_T8_C11R1_5-95_2_6,75,0,75
C11R1,2,7,5,95,Transitivity_B2,7,Competition exclusion,7,2,11.1.A.2,11.1.C.1,Alcaligenaceae,Enterobacteriaceae,144,839,0.000571429,0,0.329,0.174142857,0.328428571,0.174142857,B2,T8,transtivity-B2/pairs/B2_T8_C11R1_5-95_7_2.tiff,B2_T8_C11R1_5-95_7_2,55,0,55
C11R1,2,7,50,50,Transitivity_B2,7,Competition exclusion,7,2,11.1.A.2,11.1.C.1,Alcaligenaceae,Enterobacteriaceae,144,839,0.000571429,0,0.329,0.174142857,0.328428571,0.174142857,B2,T8,transtivity-B2/pairs/B2_T8_C11R1_50-50_2_7.tiff,B2_T8_C11R1_50-50_2_7,52,0,52
C11R1,2,7,95,5,Transitivity_B2,7,Competition exclusion,7,2,11.1.A.2,11.1.C.1,Alcaligenaceae,Enterobacteriaceae,144,839,0.000571429,0,0.329,0.174142857,0.328428571,0.174142857,B2,T8,transtivity-B2/pairs/B2_T8_C11R1_5-95_2_7.tiff,B2_T8_C11R1_5-95_2_7,130,0,130
C11R1,2,9,5,95,Transitivity_B2,9,Competition exclusion,9,2,11.1.A.2,11.1.C.3,Alcaligenaceae,Comamonadaceae,103,788,0.000571429,0,0.000714286,0.000428571,0.000142857,0.000428571,B2,T8,transtivity-B2/pairs/B2_T8_C11R1_5-95_9_2.tiff,B2_T8_C11R1_5-95_9_2,1,0,1
C11R1,3,5,5,95,Transitivity_B2,5,Competition exclusion,5,3,11.1.A.3,11.1.B.1,Moraxellaceae,Enterobacteriaceae,60,517,0.001714286,0.000428571,0.313142857,0.150714286,0.311428571,0.150285714,B2,T8,transtivity-B2/pairs/B2_T8_C11R1_5-95_5_3.tiff,B2_T8_C11R1_5-95_5_3,91,0,91
C11R1,3,5,50,50,Transitivity_B2,5,Competition exclusion,5,3,11.1.A.3,11.1.B.1,Moraxellaceae,Enterobacteriaceae,60,517,0.001714286,0.000428571,0.313142857,0.150714286,0.311428571,0.150285714,B2,T8,transtivity-B2/pairs/B2_T8_C11R1_50-50_3_5.tiff,B2_T8_C11R1_50-50_3_5,69,0,69
C11R1,3,5,95,5,Transitivity_B2,5,Competition exclusion,5,3,11.1.A.3,11.1.B.1,Moraxellaceae,Enterobacteriaceae,60,517,0.001714286,0.000428571,0.313142857,0.150714286,0.311428571,0.150285714,B2,T8,transtivity-B2/pairs/B2_T8_C11R1_5-95_3_5.tiff,B2_T8_C11R1_5-95_3_5,140,0,140
C11R1,3,6,5,95,Transitivity_B2,6,Competition exclusion,6,3,11.1.A.3,11.1.B.3,Moraxellaceae,Enterobacteriaceae,79,652,0.001714286,0.000428571,0.321714286,0.170142857,0.32,0.169714286,B2,T8,transtivity-B2/pairs/B2_T8_C11R1_5-95_6_3.tiff,B2_T8_C11R1_5-95_6_3,87,0,87
C11R1,3,6,50,50,Transitivity_B2,6,Competition exclusion,6,3,11.1.A.3,11.1.B.3,Moraxellaceae,Enterobacteriaceae,79,652,0.001714286,0.000428571,0.321714286,0.170142857,0.32,0.169714286,B2,T8,transtivity-B2/pairs/B2_T8_C11R1_50-50_3_6.tiff,B2_T8_C11R1_50-50_3_6,69,0,69
