Community,Isolate1,Isolate2,Isolate1Freq,Isolate2Freq,Experiment,ColonyCount,ColonyCount1,ColonyCount2,Contamination
C11R2,4,8,50,50,Transitivity_C2,110,110,0,FALSE
C11R2,4,8,95,5,Transitivity_C2,107,107,0,FALSE
C11R2,4,9,5,95,Transitivity_C2,80,80,0,FALSE
C11R2,4,9,50,50,Transitivity_C2,82,82,0,FALSE
C11R2,4,9,95,5,Transitivity_C2,149,149,0,FALSE
C11R2,4,10,5,95,Transitivity_C2,100,100,0,FALSE
C11R2,4,10,50,50,Transitivity_C2,79,79,0,FALSE
C11R2,4,10,95,5,Transitivity_C2,72,72,0,FALSE
C11R2,4,11,5,95,Transitivity_C2,56,0,56,FALSE
C11R2,4,11,50,50,Transitivity_C2,68,1,68,FALSE
C11R2,4,11,95,5,Transitivity_C2,106,103,3,FALSE
C11R2,4,12,5,95,Transitivity_C2,143,143,0,FALSE
C11R2,4,12,50,50,Transitivity_C2,101,101,0,FALSE
C11R2,4,12,95,5,Transitivity_C2,108,108,0,FALSE
C11R2,5,6,5,95,Transitivity_C2,108,0,108,FALSE
C11R2,5,6,50,50,Transitivity_C2,,,,FALSE
C11R2,5,6,95,5,Transitivity_C2,,,,FALSE
C11R2,5,7,5,95,Transitivity_C2,82,72,10,FALSE
C11R2,5,7,50,50,Transitivity_C2,63,57,6,FALSE
C11R2,5,7,95,5,Transitivity_C2,69,65,4,FALSE
C11R2,5,8,5,95,Transitivity_C2,41,41,0,FALSE
C11R2,5,8,50,50,Transitivity_C2,80,78,2,FALSE
C11R2,5,8,95,5,Transitivity_C2,34,33,1,FALSE
C11R2,5,9,5,95,Transitivity_C2,53,53,0,FALSE
C11R2,5,9,50,50,Transitivity_C2,41,41,0,FALSE
C11R2,5,9,95,5,Transitivity_C2,39,39,0,FALSE
C11R2,5,10,5,95,Transitivity_C2,70,70,0,FALSE
C11R2,5,10,50,50,Transitivity_C2,50,50,0,FALSE
C11R2,5,10,95,5,Transitivity_C2,70,70,0,FALSE
C11R2,5,11,5,95,Transitivity_C2,53,0,53,FALSE
C11R2,5,11,50,50,Transitivity_C2,57,0,57,FALSE
C11R2,5,11,95,5,Transitivity_C2,50,0,50,FALSE
C11R2,5,12,5,95,Transitivity_C2,74,65,9,FALSE
C11R2,5,12,50,50,Transitivity_C2,123,101,22,FALSE
C11R2,5,12,95,5,Transitivity_C2,85,74,11,FALSE
C11R2,6,7,5,95,Transitivity_C2,99,99,0,FALSE
C11R2,6,7,50,50,Transitivity_C2,61,57,4,FALSE
C11R2,6,7,95,5,Transitivity_C2,118,118,0,FALSE
C11R2,6,8,5,95,Transitivity_C2,133,133,0,FALSE
C11R2,6,8,50,50,Transitivity_C2,96,96,0,FALSE
C11R2,6,8,95,5,Transitivity_C2,114,114,0,FALSE
C11R2,6,9,5,95,Transitivity_C2,141,141,0,FALSE
C11R2,6,9,50,50,Transitivity_C2,96,96,0,FALSE
C11R2,6,9,95,5,Transitivity_C2,70,70,0,FALSE
C11R2,6,10,5,95,Transitivity_C2,200,200,0,FALSE
C11R2,6,10,50,50,Transitivity_C2,127,127,0,FALSE
C11R2,6,10,95,5,Transitivity_C2,113,113,0,FALSE
C11R2,6,11,5,95,Transitivity_C2,27,0,27,FALSE
C11R2,6,11,50,50,Transitivity_C2,,,,FALSE
C11R2,6,11,95,5,Transitivity_C2,51,0,51,FALSE
C11R2,6,12,5,95,Transitivity_C2,92,92,0,FALSE
C11R2,6,12,50,50,Transitivity_C2,131,131,0,FALSE
C11R2,6,12,95,5,Transitivity_C2,107,107,0,FALSE
C11R2,7,8,5,95,Transitivity_C2,15,14,1,FALSE
C11R2,7,8,50,50,Transitivity_C2,41,37,4,FALSE
C11R2,7,8,95,5,Transitivity_C2,15,15,0,FALSE
C11R2,7,9,5,95,Transitivity_C2,33,33,0,FALSE
C11R2,7,9,50,50,Transitivity_C2,31,31,0,FALSE
C11R2,7,9,95,5,Transitivity_C2,33,33,0,FALSE
C11R2,7,10,5,95,Transitivity_C2,33,33,0,FALSE
C11R2,7,10,50,50,Transitivity_C2,34,34,0,FALSE
C11R2,7,10,95,5,Transitivity_C2,34,34,0,FALSE
C11R2,7,11,5,95,Transitivity_C2,37,0,37,FALSE
C11R2,7,11,50,50,Transitivity_C2,86,0,86,FALSE
C11R2,7,11,95,5,Transitivity_C2,56,0,56,FALSE
C11R2,7,12,5,95,Transitivity_C2,,,,FALSE
C11R2,7,12,50,50,Transitivity_C2,,,,FALSE
C11R2,7,12,95,5,Transitivity_C2,,,,FALSE
C11R2,8,9,5,95,Transitivity_C2,,,,FALSE
C11R2,8,9,50,50,Transitivity_C2,,,,FALSE
C11R2,8,9,95,5,Transitivity_C2,,,,FALSE
C11R2,8,10,5,95,Transitivity_C2,353,125,228,FALSE
C11R2,8,10,50,50,Transitivity_C2,86,0,86,FALSE
C11R2,8,10,95,5,Transitivity_C2,145,0,145,FALSE
C11R2,8,11,5,95,Transitivity_C2,25,0,25,FALSE
C11R2,8,11,50,50,Transitivity_C2,81,0,81,FALSE
C11R2,8,11,95,5,Transitivity_C2,51,0,51,FALSE
C11R2,8,12,5,95,Transitivity_C2,11,0,11,FALSE
C11R2,8,12,50,50,Transitivity_C2,22,0,22,FALSE
C11R2,8,12,95,5,Transitivity_C2,34,2,32,FALSE
C11R2,9,10,5,95,Transitivity_C2,412,135,277,FALSE
C11R2,9,10,50,50,Transitivity_C2,205,117,88,FALSE
C11R2,9,10,95,5,Transitivity_C2,499,177,323,FALSE
C11R2,9,11,5,95,Transitivity_C2,24,0,24,FALSE
C11R2,9,11,50,50,Transitivity_C2,53,0,53,FALSE
C11R2,9,11,95,5,Transitivity_C2,48,0,48,FALSE
C11R2,9,12,5,95,Transitivity_C2,31,0,31,FALSE
C11R2,9,12,50,50,Transitivity_C2,20,0,20,FALSE
C11R2,9,12,95,5,Transitivity_C2,26,0,26,FALSE
C11R2,10,11,5,95,Transitivity_C2,33,0,33,FALSE
C11R2,10,11,50,50,Transitivity_C2,45,0,45,FALSE
C11R2,10,11,95,5,Transitivity_C2,65,0,65,FALSE
C11R2,10,12,5,95,Transitivity_C2,23,0,23,FALSE
C11R2,10,12,50,50,Transitivity_C2,21,0,21,FALSE
C11R2,10,12,95,5,Transitivity_C2,,,,TRUE
C11R2,11,12,5,95,Transitivity_C2,53,53,0,FALSE
C11R2,11,12,50,50,Transitivity_C2,40,40,0,FALSE
C11R2,11,12,95,5,Transitivity_C2,48,48,0,FALSE
C11R5,1,2,5,95,Transitivity_D,118,0,118,FALSE
C11R5,1,2,50,50,Transitivity_D,81,1,81,FALSE
C11R5,1,2,95,5,Transitivity_D,134,0,134,FALSE
C11R5,1,3,5,95,Transitivity_D,,,,FALSE
C11R5,1,3,50,50,Transitivity_D,,,,FALSE
C11R5,1,3,95,5,Transitivity_D,,,,FALSE
C11R5,1,4,5,95,Transitivity_D,136,0,136,FALSE
C11R5,1,4,50,50,Transitivity_D,102,1,102,FALSE
C11R5,1,4,95,5,Transitivity_D,138,0,138,FALSE
C11R5,1,5,5,95,Transitivity_D,,,,FALSE
C11R5,1,5,50,50,Transitivity_D,,,,FALSE
C11R5,1,5,95,5,Transitivity_D,,,,FALSE
C11R5,2,3,5,95,Transitivity_D,137,136,2,FALSE
C11R5,2,3,50,50,Transitivity_D,108,105,4,FALSE
C11R5,2,3,95,5,Transitivity_D,106,106,0,FALSE
C11R5,2,4,5,95,Transitivity_D,,,,FALSE
C11R5,2,4,50,50,Transitivity_D,,,,FALSE
C11R5,2,4,95,5,Transitivity_D,,,,FALSE
C11R5,2,5,5,95,Transitivity_D,51,51,0,FALSE
C11R5,2,5,50,50,Transitivity_D,95,95,0,FALSE
C11R5,2,5,95,5,Transitivity_D,159,159,0,FALSE
C11R5,3,4,5,95,Transitivity_D,81,0,81,FALSE
C11R5,3,4,50,50,Transitivity_D,101,0,101,FALSE
C11R5,3,4,95,5,Transitivity_D,90,0,91,FALSE
C11R5,3,5,5,95,Transitivity_D,16,15,2,FALSE
C11R5,3,5,50,50,Transitivity_D,12,2,11,FALSE
C11R5,3,5,95,5,Transitivity_D,,,,FALSE
C11R5,4,5,5,95,Transitivity_D,31,31,0,FALSE
C11R5,4,5,50,50,Transitivity_D,130,130,0,FALSE
C11R5,4,5,95,5,Transitivity_D,145,145,0,FALSE
