Community,Randomization,Motif,CountMotif
C1R7,294,Motif4,4
C1R7,294,Motif5,7
C1R7,294,Motif6,2
C1R7,294,Motif7,0
C1R7,295,Motif1,7
C1R7,295,Motif2,11
C1R7,295,Motif3,3
C1R7,295,Motif4,8
C1R7,295,Motif5,3
C1R7,295,Motif6,3
C1R7,295,Motif7,0
C1R7,296,Motif1,5
C1R7,296,Motif2,13
C1R7,296,Motif3,3
C1R7,296,Motif4,8
C1R7,296,Motif5,3
C1R7,296,Motif6,3
C1R7,296,Motif7,0
C1R7,297,Motif1,8
C1R7,297,Motif2,11
C1R7,297,Motif3,4
C1R7,297,Motif4,6
C1R7,297,Motif5,3
C1R7,297,Motif6,2
C1R7,297,Motif7,1
C1R7,298,Motif1,4
C1R7,298,Motif2,13
C1R7,298,Motif3,4
C1R7,298,Motif4,9
C1R7,298,Motif5,3
C1R7,298,Motif6,2
C1R7,298,Motif7,0
C1R7,299,Motif1,6
C1R7,299,Motif2,13
C1R7,299,Motif3,1
C1R7,299,Motif4,9
C1R7,299,Motif5,3
C1R7,299,Motif6,2
C1R7,299,Motif7,1
C1R7,300,Motif1,3
C1R7,300,Motif2,15
C1R7,300,Motif3,5
C1R7,300,Motif4,5
C1R7,300,Motif5,4
C1R7,300,Motif6,3
C1R7,300,Motif7,0
C1R7,301,Motif1,5
C1R7,301,Motif2,14
C1R7,301,Motif3,1
C1R7,301,Motif4,7
C1R7,301,Motif5,4
C1R7,301,Motif6,4
C1R7,301,Motif7,0
C1R7,302,Motif1,4
C1R7,302,Motif2,14
C1R7,302,Motif3,2
C1R7,302,Motif4,8
C1R7,302,Motif5,4
C1R7,302,Motif6,3
C1R7,302,Motif7,0
C1R7,303,Motif1,3
C1R7,303,Motif2,15
C1R7,303,Motif3,4
C1R7,303,Motif4,9
C1R7,303,Motif5,1
C1R7,303,Motif6,3
C1R7,303,Motif7,0
C1R7,304,Motif1,3
C1R7,304,Motif2,15
C1R7,304,Motif3,4
C1R7,304,Motif4,7
C1R7,304,Motif5,3
C1R7,304,Motif6,3
C1R7,304,Motif7,0
C1R7,305,Motif1,6
C1R7,305,Motif2,13
C1R7,305,Motif3,4
C1R7,305,Motif4,7
C1R7,305,Motif5,1
C1R7,305,Motif6,4
C1R7,305,Motif7,0
C1R7,306,Motif1,6
C1R7,306,Motif2,13
C1R7,306,Motif3,3
C1R7,306,Motif4,7
C1R7,306,Motif5,3
C1R7,306,Motif6,2
C1R7,306,Motif7,1
C1R7,307,Motif1,5
C1R7,307,Motif2,13
C1R7,307,Motif3,7
C1R7,307,Motif4,4
C1R7,307,Motif5,3
C1R7,307,Motif6,3
C1R7,307,Motif7,0
C1R7,308,Motif1,5
C1R7,308,Motif2,13
C1R7,308,Motif3,4
C1R7,308,Motif4,8
C1R7,308,Motif5,2
C1R7,308,Motif6,3
C1R7,308,Motif7,0
C1R7,309,Motif1,4
C1R7,309,Motif2,15
C1R7,309,Motif3,2
C1R7,309,Motif4,5
C1R7,309,Motif5,5
C1R7,309,Motif6,4
C1R7,309,Motif7,0
C1R7,310,Motif1,2
C1R7,310,Motif2,15
C1R7,310,Motif3,4
C1R7,310,Motif4,10
C1R7,310,Motif5,2
C1R7,310,Motif6,2
C1R7,310,Motif7,0
C1R7,311,Motif1,3
C1R7,311,Motif2,15
C1R7,311,Motif3,1
C1R7,311,Motif4,9
C1R7,311,Motif5,4
C1R7,311,Motif6,3
C1R7,311,Motif7,0
C1R7,312,Motif1,5
C1R7,312,Motif2,14
C1R7,312,Motif3,1
C1R7,312,Motif4,8
C1R7,312,Motif5,3
C1R7,312,Motif6,4
C1R7,312,Motif7,0
C1R7,313,Motif1,0
C1R7,313,Motif2,19
C1R7,313,Motif3,10
C1R7,313,Motif4,2
C1R7,313,Motif5,1
C1R7,313,Motif6,2
C1R7,313,Motif7,1
C1R7,314,Motif1,5
C1R7,314,Motif2,14
C1R7,314,Motif3,3
C1R7,314,Motif4,6
C1R7,314,Motif5,4
C1R7,314,Motif6,2
C1R7,314,Motif7,1
C1R7,315,Motif1,5
C1R7,315,Motif2,12
C1R7,315,Motif3,4
C1R7,315,Motif4,7
C1R7,315,Motif5,5
C1R7,315,Motif6,2
C1R7,315,Motif7,0
C1R7,316,Motif1,3
C1R7,316,Motif2,16
C1R7,316,Motif3,1
C1R7,316,Motif4,4
C1R7,316,Motif5,7
C1R7,316,Motif6,4
C1R7,316,Motif7,0
C1R7,317,Motif1,6
C1R7,317,Motif2,13
C1R7,317,Motif3,2
C1R7,317,Motif4,8
C1R7,317,Motif5,2
C1R7,317,Motif6,4
C1R7,317,Motif7,0
C1R7,318,Motif1,7
C1R7,318,Motif2,12
C1R7,318,Motif3,2
C1R7,318,Motif4,7
C1R7,318,Motif5,3
C1R7,318,Motif6,4
C1R7,318,Motif7,0
C1R7,319,Motif1,4
C1R7,319,Motif2,14
C1R7,319,Motif3,5
C1R7,319,Motif4,8
C1R7,319,Motif5,1
C1R7,319,Motif6,3
C1R7,319,Motif7,0
C1R7,320,Motif1,4
C1R7,320,Motif2,15
C1R7,320,Motif3,3
C1R7,320,Motif4,6
C1R7,320,Motif5,3
C1R7,320,Motif6,4
C1R7,320,Motif7,0
C1R7,321,Motif1,7
C1R7,321,Motif2,11
C1R7,321,Motif3,4
C1R7,321,Motif4,8
C1R7,321,Motif5,2
C1R7,321,Motif6,3
C1R7,321,Motif7,0
C1R7,322,Motif1,8
C1R7,322,Motif2,11
C1R7,322,Motif3,4
C1R7,322,Motif4,5
C1R7,322,Motif5,3
C1R7,322,Motif6,4
C1R7,322,Motif7,0
C1R7,323,Motif1,6
C1R7,323,Motif2,12
C1R7,323,Motif3,1
C1R7,323,Motif4,10
C1R7,323,Motif5,3
C1R7,323,Motif6,3
C1R7,323,Motif7,0
C1R7,324,Motif1,8
C1R7,324,Motif2,8
C1R7,324,Motif3,5
C1R7,324,Motif4,8
C1R7,324,Motif5,5
C1R7,324,Motif6,1
C1R7,324,Motif7,0
C1R7,325,Motif1,2
C1R7,325,Motif2,17
C1R7,325,Motif3,2
C1R7,325,Motif4,8
C1R7,325,Motif5,3
C1R7,325,Motif6,2
C1R7,325,Motif7,1
C1R7,326,Motif1,0
C1R7,326,Motif2,17
C1R7,326,Motif3,2
C1R7,326,Motif4,7
C1R7,326,Motif5,7
C1R7,326,Motif6,2
C1R7,326,Motif7,0
C1R7,327,Motif1,6
C1R7,327,Motif2,13
C1R7,327,Motif3,1
C1R7,327,Motif4,6
C1R7,327,Motif5,5
C1R7,327,Motif6,4
C1R7,327,Motif7,0
C1R7,328,Motif1,2
C1R7,328,Motif2,17
C1R7,328,Motif3,4
C1R7,328,Motif4,6
C1R7,328,Motif5,2
C1R7,328,Motif6,4
C1R7,328,Motif7,0
C1R7,329,Motif1,6
C1R7,329,Motif2,13
C1R7,329,Motif3,5
C1R7,329,Motif4,6
C1R7,329,Motif5,2
C1R7,329,Motif6,2
C1R7,329,Motif7,1
C1R7,330,Motif1,2
C1R7,330,Motif2,17
C1R7,330,Motif3,1
C1R7,330,Motif4,4
C1R7,330,Motif5,7
C1R7,330,Motif6,4
C1R7,330,Motif7,0
C1R7,331,Motif1,5
C1R7,331,Motif2,12
C1R7,331,Motif3,5
C1R7,331,Motif4,5
C1R7,331,Motif5,6
C1R7,331,Motif6,2
C1R7,331,Motif7,0
C1R7,332,Motif1,4
C1R7,332,Motif2,14
C1R7,332,Motif3,2
C1R7,332,Motif4,7
C1R7,332,Motif5,5
C1R7,332,Motif6,3
C1R7,332,Motif7,0
C1R7,333,Motif1,3
C1R7,333,Motif2,14
C1R7,333,Motif3,1
C1R7,333,Motif4,14
C1R7,333,Motif5,1
C1R7,333,Motif6,2
C1R7,333,Motif7,0
C1R7,334,Motif1,6
C1R7,334,Motif2,13
C1R7,334,Motif3,2
C1R7,334,Motif4,6
C1R7,334,Motif5,4
C1R7,334,Motif6,4
C1R7,334,Motif7,0
C1R7,335,Motif1,5
C1R7,335,Motif2,13
C1R7,335,Motif3,7
C1R7,335,Motif4,5
C1R7,335,Motif5,2
C1R7,335,Motif6,3
C1R7,335,Motif7,0
C1R7,336,Motif1,6
C1R7,336,Motif2,11
C1R7,336,Motif3,6
C1R7,336,Motif4,7
C1R7,336,Motif5,3
C1R7,336,Motif6,2
C1R7,336,Motif7,0
C1R7,337,Motif1,1
C1R7,337,Motif2,15
C1R7,337,Motif3,3
C1R7,337,Motif4,12
C1R7,337,Motif5,3
C1R7,337,Motif6,1
C1R7,337,Motif7,0
C1R7,338,Motif1,3
C1R7,338,Motif2,14
C1R7,338,Motif3,3
C1R7,338,Motif4,9
C1R7,338,Motif5,4
C1R7,338,Motif6,2
C1R7,338,Motif7,0
C1R7,339,Motif1,0
C1R7,339,Motif2,19
C1R7,339,Motif3,4
C1R7,339,Motif4,2
C1R7,339,Motif5,6
C1R7,339,Motif6,4
C1R7,339,Motif7,0
C1R7,340,Motif1,6
C1R7,340,Motif2,15
C1R7,340,Motif3,0
C1R7,340,Motif4,5
C1R7,340,Motif5,3
C1R7,340,Motif6,6
C1R7,340,Motif7,0
C1R7,341,Motif1,1
C1R7,341,Motif2,18
C1R7,341,Motif3,2
C1R7,341,Motif4,3
C1R7,341,Motif5,7
C1R7,341,Motif6,4
C1R7,341,Motif7,0
C1R7,342,Motif1,3
C1R7,342,Motif2,14
C1R7,342,Motif3,1
C1R7,342,Motif4,12
C1R7,342,Motif5,3
C1R7,342,Motif6,2
C1R7,342,Motif7,0
C1R7,343,Motif1,2
C1R7,343,Motif2,16
C1R7,343,Motif3,2
C1R7,343,Motif4,9
C1R7,343,Motif5,3
C1R7,343,Motif6,3
C1R7,343,Motif7,0
C1R7,344,Motif1,6
C1R7,344,Motif2,11
C1R7,344,Motif3,4
C1R7,344,Motif4,8
C1R7,344,Motif5,4
C1R7,344,Motif6,2
C1R7,344,Motif7,0
C1R7,345,Motif1,5
C1R7,345,Motif2,12
C1R7,345,Motif3,5
C1R7,345,Motif4,8
C1R7,345,Motif5,3
C1R7,345,Motif6,2
C1R7,345,Motif7,0
C1R7,346,Motif1,7
C1R7,346,Motif2,12
C1R7,346,Motif3,2
C1R7,346,Motif4,9
C1R7,346,Motif5,2
C1R7,346,Motif6,2
C1R7,346,Motif7,1
C1R7,347,Motif1,5
C1R7,347,Motif2,12
C1R7,347,Motif3,3
C1R7,347,Motif4,9
C1R7,347,Motif5,4
C1R7,347,Motif6,2
C1R7,347,Motif7,0
C1R7,348,Motif1,0
C1R7,348,Motif2,16
C1R7,348,Motif3,6
C1R7,348,Motif4,8
C1R7,348,Motif5,4
C1R7,348,Motif6,1
C1R7,348,Motif7,0
C1R7,349,Motif1,5
C1R7,349,Motif2,13
C1R7,349,Motif3,5
C1R7,349,Motif4,8
C1R7,349,Motif5,1
C1R7,349,Motif6,3
C1R7,349,Motif7,0
C1R7,350,Motif1,3
C1R7,350,Motif2,14
C1R7,350,Motif3,2
C1R7,350,Motif4,8
C1R7,350,Motif5,6
C1R7,350,Motif6,2
C1R7,350,Motif7,0
C1R7,351,Motif1,5
C1R7,351,Motif2,12
C1R7,351,Motif3,4
C1R7,351,Motif4,8
C1R7,351,Motif5,4
C1R7,351,Motif6,2
C1R7,351,Motif7,0
C1R7,352,Motif1,4
C1R7,352,Motif2,14
C1R7,352,Motif3,6
C1R7,352,Motif4,5
C1R7,352,Motif5,3
C1R7,352,Motif6,3
C1R7,352,Motif7,0
C1R7,353,Motif1,5
C1R7,353,Motif2,11
C1R7,353,Motif3,3
C1R7,353,Motif4,12
C1R7,353,Motif5,3
C1R7,353,Motif6,1
C1R7,353,Motif7,0
C1R7,354,Motif1,5
C1R7,354,Motif2,13
C1R7,354,Motif3,3
C1R7,354,Motif4,9
C1R7,354,Motif5,2
C1R7,354,Motif6,3
C1R7,354,Motif7,0
C1R7,355,Motif1,5
C1R7,355,Motif2,14
C1R7,355,Motif3,5
C1R7,355,Motif4,6
C1R7,355,Motif5,1
C1R7,355,Motif6,4
C1R7,355,Motif7,0
C1R7,356,Motif1,5
C1R7,356,Motif2,12
C1R7,356,Motif3,4
C1R7,356,Motif4,8
C1R7,356,Motif5,4
C1R7,356,Motif6,2
C1R7,356,Motif7,0
C1R7,357,Motif1,5
C1R7,357,Motif2,12
C1R7,357,Motif3,2
C1R7,357,Motif4,11
C1R7,357,Motif5,3
C1R7,357,Motif6,2
C1R7,357,Motif7,0
C1R7,358,Motif1,7
C1R7,358,Motif2,10
C1R7,358,Motif3,5
C1R7,358,Motif4,6
C1R7,358,Motif5,5
C1R7,358,Motif6,2
C1R7,358,Motif7,0
C1R7,359,Motif1,3
C1R7,359,Motif2,14
C1R7,359,Motif3,5
C1R7,359,Motif4,9
C1R7,359,Motif5,2
C1R7,359,Motif6,2
C1R7,359,Motif7,0
C1R7,360,Motif1,6
C1R7,360,Motif2,12
C1R7,360,Motif3,7
C1R7,360,Motif4,5
C1R7,360,Motif5,2
C1R7,360,Motif6,3
C1R7,360,Motif7,0
C1R7,361,Motif1,7
C1R7,361,Motif2,12
C1R7,361,Motif3,3
C1R7,361,Motif4,6
C1R7,361,Motif5,3
C1R7,361,Motif6,4
C1R7,361,Motif7,0
C1R7,362,Motif1,6
C1R7,362,Motif2,12
C1R7,362,Motif3,3
C1R7,362,Motif4,9
C1R7,362,Motif5,2
C1R7,362,Motif6,3
C1R7,362,Motif7,0
C1R7,363,Motif1,6
C1R7,363,Motif2,11
C1R7,363,Motif3,5
C1R7,363,Motif4,6
C1R7,363,Motif5,5
C1R7,363,Motif6,2
C1R7,363,Motif7,0
C1R7,364,Motif1,5
C1R7,364,Motif2,12
C1R7,364,Motif3,3
C1R7,364,Motif4,7
C1R7,364,Motif5,6
C1R7,364,Motif6,2
C1R7,364,Motif7,0
C1R7,365,Motif1,4
C1R7,365,Motif2,15
C1R7,365,Motif3,1
C1R7,365,Motif4,10
C1R7,365,Motif5,1
C1R7,365,Motif6,4
C1R7,365,Motif7,0
C1R7,366,Motif1,7
C1R7,366,Motif2,12
C1R7,366,Motif3,1
C1R7,366,Motif4,8
C1R7,366,Motif5,3
C1R7,366,Motif6,4
C1R7,366,Motif7,0
C1R7,367,Motif1,1
C1R7,367,Motif2,16
C1R7,367,Motif3,3
C1R7,367,Motif4,8
C1R7,367,Motif5,6
C1R7,367,Motif6,0
C1R7,367,Motif7,1
C1R7,368,Motif1,5
C1R7,368,Motif2,13
C1R7,368,Motif3,1
C1R7,368,Motif4,9
C1R7,368,Motif5,4
C1R7,368,Motif6,3
C1R7,368,Motif7,0
C1R7,369,Motif1,5
C1R7,369,Motif2,14
C1R7,369,Motif3,1
C1R7,369,Motif4,10
C1R7,369,Motif5,1
C1R7,369,Motif6,4
C1R7,369,Motif7,0
C1R7,370,Motif1,2
C1R7,370,Motif2,17
C1R7,370,Motif3,4
C1R7,370,Motif4,6
C1R7,370,Motif5,2
C1R7,370,Motif6,4
C1R7,370,Motif7,0
C1R7,371,Motif1,4
C1R7,371,Motif2,15
C1R7,371,Motif3,3
C1R7,371,Motif4,9
C1R7,371,Motif5,0
C1R7,371,Motif6,4
C1R7,371,Motif7,0
C1R7,372,Motif1,4
C1R7,372,Motif2,14
C1R7,372,Motif3,4
C1R7,372,Motif4,9
C1R7,372,Motif5,1
C1R7,372,Motif6,3
C1R7,372,Motif7,0
C1R7,373,Motif1,3
C1R7,373,Motif2,14
C1R7,373,Motif3,2
C1R7,373,Motif4,7
C1R7,373,Motif5,7
C1R7,373,Motif6,2
C1R7,373,Motif7,0
C1R7,374,Motif1,0
C1R7,374,Motif2,17
C1R7,374,Motif3,7
C1R7,374,Motif4,6
C1R7,374,Motif5,3
C1R7,374,Motif6,2
C1R7,374,Motif7,0
C1R7,375,Motif1,7
C1R7,375,Motif2,12
C1R7,375,Motif3,1
C1R7,375,Motif4,9
C1R7,375,Motif5,2
C1R7,375,Motif6,4
C1R7,375,Motif7,0
C1R7,376,Motif1,5
C1R7,376,Motif2,14
C1R7,376,Motif3,4
C1R7,376,Motif4,6
C1R7,376,Motif5,2
C1R7,376,Motif6,4
C1R7,376,Motif7,0
C1R7,377,Motif1,5
C1R7,377,Motif2,12
C1R7,377,Motif3,1
C1R7,377,Motif4,12
C1R7,377,Motif5,3
C1R7,377,Motif6,2
C1R7,377,Motif7,0
C1R7,378,Motif1,4
C1R7,378,Motif2,15
C1R7,378,Motif3,3
C1R7,378,Motif4,6
C1R7,378,Motif5,3
C1R7,378,Motif6,4
C1R7,378,Motif7,0
C1R7,379,Motif1,7
C1R7,379,Motif2,12
C1R7,379,Motif3,2
C1R7,379,Motif4,6
C1R7,379,Motif5,4
C1R7,379,Motif6,4
C1R7,379,Motif7,0
C1R7,380,Motif1,4
C1R7,380,Motif2,12
C1R7,380,Motif3,2
C1R7,380,Motif4,14
C1R7,380,Motif5,2
C1R7,380,Motif6,1
C1R7,380,Motif7,0
C1R7,381,Motif1,5
C1R7,381,Motif2,14
C1R7,381,Motif3,1
C1R7,381,Motif4,7
C1R7,381,Motif5,4
C1R7,381,Motif6,4
C1R7,381,Motif7,0
C1R7,382,Motif1,5
C1R7,382,Motif2,12
C1R7,382,Motif3,2
C1R7,382,Motif4,10
C1R7,382,Motif5,4
C1R7,382,Motif6,2
C1R7,382,Motif7,0
C1R7,383,Motif1,2
C1R7,383,Motif2,17
C1R7,383,Motif3,1
C1R7,383,Motif4,4
C1R7,383,Motif5,7
C1R7,383,Motif6,4
C1R7,383,Motif7,0
C1R7,384,Motif1,6
C1R7,384,Motif2,10
C1R7,384,Motif3,3
C1R7,384,Motif4,11
C1R7,384,Motif5,4
C1R7,384,Motif6,1
C1R7,384,Motif7,0
C1R7,385,Motif1,2
C1R7,385,Motif2,14
C1R7,385,Motif3,5
C1R7,385,Motif4,8
C1R7,385,Motif5,5
C1R7,385,Motif6,1
C1R7,385,Motif7,0
C1R7,386,Motif1,5
C1R7,386,Motif2,12
C1R7,386,Motif3,6
C1R7,386,Motif4,7
C1R7,386,Motif5,3
C1R7,386,Motif6,2
C1R7,386,Motif7,0
C1R7,387,Motif1,5
C1R7,387,Motif2,14
C1R7,387,Motif3,2
C1R7,387,Motif4,4
C1R7,387,Motif5,6
C1R7,387,Motif6,4
C1R7,387,Motif7,0
C1R7,388,Motif1,3
C1R7,388,Motif2,14
C1R7,388,Motif3,6
C1R7,388,Motif4,5
C1R7,388,Motif5,5
C1R7,388,Motif6,2
C1R7,388,Motif7,0
C1R7,389,Motif1,4
C1R7,389,Motif2,14
C1R7,389,Motif3,4
C1R7,389,Motif4,9
C1R7,389,Motif5,1
C1R7,389,Motif6,3
C1R7,389,Motif7,0
C1R7,390,Motif1,5
C1R7,390,Motif2,14
C1R7,390,Motif3,8
C1R7,390,Motif4,5
C1R7,390,Motif5,0
C1R7,390,Motif6,2
C1R7,390,Motif7,1
C1R7,391,Motif1,2
C1R7,391,Motif2,15
C1R7,391,Motif3,7
C1R7,391,Motif4,6
C1R7,391,Motif5,3
C1R7,391,Motif6,2
C1R7,391,Motif7,0
C1R7,392,Motif1,5
C1R7,392,Motif2,12
C1R7,392,Motif3,3
C1R7,392,Motif4,9
C1R7,392,Motif5,4
C1R7,392,Motif6,2
C1R7,392,Motif7,0
C1R7,393,Motif1,5
C1R7,393,Motif2,12
C1R7,393,Motif3,3
C1R7,393,Motif4,8
C1R7,393,Motif5,5
C1R7,393,Motif6,2
C1R7,393,Motif7,0
C1R7,394,Motif1,0
C1R7,394,Motif2,17
C1R7,394,Motif3,3
C1R7,394,Motif4,6
C1R7,394,Motif5,7
C1R7,394,Motif6,2
C1R7,394,Motif7,0
C1R7,395,Motif1,6
C1R7,395,Motif2,13
C1R7,395,Motif3,4
C1R7,395,Motif4,6
C1R7,395,Motif5,2
C1R7,395,Motif6,4
C1R7,395,Motif7,0
C1R7,396,Motif1,4
C1R7,396,Motif2,15
C1R7,396,Motif3,3
C1R7,396,Motif4,7
C1R7,396,Motif5,2
C1R7,396,Motif6,4
C1R7,396,Motif7,0
C1R7,397,Motif1,2
C1R7,397,Motif2,16
C1R7,397,Motif3,5
C1R7,397,Motif4,7
C1R7,397,Motif5,2
C1R7,397,Motif6,3
C1R7,397,Motif7,0
C1R7,398,Motif1,4
C1R7,398,Motif2,13
C1R7,398,Motif3,5
C1R7,398,Motif4,8
C1R7,398,Motif5,3
C1R7,398,Motif6,2
C1R7,398,Motif7,0
C1R7,399,Motif1,2
C1R7,399,Motif2,15
C1R7,399,Motif3,4
C1R7,399,Motif4,8
C1R7,399,Motif5,5
C1R7,399,Motif6,0
C1R7,399,Motif7,1
C1R7,400,Motif1,3
C1R7,400,Motif2,15
C1R7,400,Motif3,6
C1R7,400,Motif4,5
C1R7,400,Motif5,3
C1R7,400,Motif6,3
C1R7,400,Motif7,0
C1R7,401,Motif1,0
C1R7,401,Motif2,17
C1R7,401,Motif3,4
C1R7,401,Motif4,8
C1R7,401,Motif5,5
C1R7,401,Motif6,0
C1R7,401,Motif7,1
C1R7,402,Motif1,4
C1R7,402,Motif2,15
C1R7,402,Motif3,3
C1R7,402,Motif4,7
C1R7,402,Motif5,2
C1R7,402,Motif6,4
C1R7,402,Motif7,0
C1R7,403,Motif1,6
C1R7,403,Motif2,11
C1R7,403,Motif3,4
C1R7,403,Motif4,8
C1R7,403,Motif5,4
C1R7,403,Motif6,2
C1R7,403,Motif7,0
C1R7,404,Motif1,1
C1R7,404,Motif2,17
C1R7,404,Motif3,3
C1R7,404,Motif4,5
C1R7,404,Motif5,6
C1R7,404,Motif6,3
C1R7,404,Motif7,0
C1R7,405,Motif1,7
C1R7,405,Motif2,12
C1R7,405,Motif3,2
C1R7,405,Motif4,4
C1R7,405,Motif5,6
C1R7,405,Motif6,4
C1R7,405,Motif7,0
C1R7,406,Motif1,8
C1R7,406,Motif2,11
C1R7,406,Motif3,2
C1R7,406,Motif4,7
C1R7,406,Motif5,4
C1R7,406,Motif6,2
C1R7,406,Motif7,1
C1R7,407,Motif1,3
C1R7,407,Motif2,15
C1R7,407,Motif3,2
C1R7,407,Motif4,9
C1R7,407,Motif5,3
C1R7,407,Motif6,3
C1R7,407,Motif7,0
C1R7,408,Motif1,5
C1R7,408,Motif2,14
C1R7,408,Motif3,3
C1R7,408,Motif4,7
C1R7,408,Motif5,2
C1R7,408,Motif6,4
C1R7,408,Motif7,0
C1R7,409,Motif1,5
C1R7,409,Motif2,13
C1R7,409,Motif3,5
C1R7,409,Motif4,6
C1R7,409,Motif5,3
C1R7,409,Motif6,3
C1R7,409,Motif7,0
C1R7,410,Motif1,4
C1R7,410,Motif2,15
C1R7,410,Motif3,4
C1R7,410,Motif4,6
C1R7,410,Motif5,2
C1R7,410,Motif6,4
C1R7,410,Motif7,0
C1R7,411,Motif1,6
C1R7,411,Motif2,11
C1R7,411,Motif3,8
C1R7,411,Motif4,3
C1R7,411,Motif5,5
C1R7,411,Motif6,2
C1R7,411,Motif7,0
C1R7,412,Motif1,2
C1R7,412,Motif2,17
C1R7,412,Motif3,2
C1R7,412,Motif4,8
C1R7,412,Motif5,2
C1R7,412,Motif6,4
C1R7,412,Motif7,0
C1R7,413,Motif1,5
C1R7,413,Motif2,13
C1R7,413,Motif3,6
C1R7,413,Motif4,7
C1R7,413,Motif5,1
C1R7,413,Motif6,3
C1R7,413,Motif7,0
C1R7,414,Motif1,7
C1R7,414,Motif2,11
C1R7,414,Motif3,3
C1R7,414,Motif4,7
C1R7,414,Motif5,4
C1R7,414,Motif6,3
C1R7,414,Motif7,0
C1R7,415,Motif1,5
C1R7,415,Motif2,13
C1R7,415,Motif3,4
C1R7,415,Motif4,6
C1R7,415,Motif5,4
C1R7,415,Motif6,3
C1R7,415,Motif7,0
C1R7,416,Motif1,6
C1R7,416,Motif2,12
C1R7,416,Motif3,3
C1R7,416,Motif4,8
C1R7,416,Motif5,3
C1R7,416,Motif6,3
C1R7,416,Motif7,0
C1R7,417,Motif1,7
C1R7,417,Motif2,12
C1R7,417,Motif3,5
C1R7,417,Motif4,6
C1R7,417,Motif5,1
C1R7,417,Motif6,4
C1R7,417,Motif7,0
C1R7,418,Motif1,6
C1R7,418,Motif2,12
C1R7,418,Motif3,4
C1R7,418,Motif4,8
C1R7,418,Motif5,2
C1R7,418,Motif6,3
C1R7,418,Motif7,0
C1R7,419,Motif1,6
C1R7,419,Motif2,12
C1R7,419,Motif3,2
C1R7,419,Motif4,6
C1R7,419,Motif5,6
C1R7,419,Motif6,3
C1R7,419,Motif7,0
C1R7,420,Motif1,6
C1R7,420,Motif2,11
C1R7,420,Motif3,2
C1R7,420,Motif4,11
C1R7,420,Motif5,3
C1R7,420,Motif6,2
C1R7,420,Motif7,0
C1R7,421,Motif1,5
C1R7,421,Motif2,12
C1R7,421,Motif3,3
C1R7,421,Motif4,6
C1R7,421,Motif5,7
C1R7,421,Motif6,2
C1R7,421,Motif7,0
C1R7,422,Motif1,4
C1R7,422,Motif2,15
C1R7,422,Motif3,3
C1R7,422,Motif4,8
C1R7,422,Motif5,1
C1R7,422,Motif6,4
C1R7,422,Motif7,0
C1R7,423,Motif1,1
C1R7,423,Motif2,18
C1R7,423,Motif3,6
C1R7,423,Motif4,5
C1R7,423,Motif5,2
C1R7,423,Motif6,2
C1R7,423,Motif7,1
C1R7,424,Motif1,7
C1R7,424,Motif2,12
C1R7,424,Motif3,4
C1R7,424,Motif4,5
C1R7,424,Motif5,3
C1R7,424,Motif6,4
C1R7,424,Motif7,0
C1R7,425,Motif1,5
C1R7,425,Motif2,14
C1R7,425,Motif3,6
C1R7,425,Motif4,6
C1R7,425,Motif5,0
C1R7,425,Motif6,4
C1R7,425,Motif7,0
C1R7,426,Motif1,5
C1R7,426,Motif2,14
C1R7,426,Motif3,1
C1R7,426,Motif4,10
C1R7,426,Motif5,1
C1R7,426,Motif6,4
C1R7,426,Motif7,0
C1R7,427,Motif1,5
C1R7,427,Motif2,12
C1R7,427,Motif3,5
C1R7,427,Motif4,7
C1R7,427,Motif5,4
C1R7,427,Motif6,2
C1R7,427,Motif7,0
C1R7,428,Motif1,7
C1R7,428,Motif2,10
C1R7,428,Motif3,3
C1R7,428,Motif4,10
C1R7,428,Motif5,3
C1R7,428,Motif6,2
C1R7,428,Motif7,0
C1R7,429,Motif1,0
C1R7,429,Motif2,19
C1R7,429,Motif3,5
C1R7,429,Motif4,6
C1R7,429,Motif5,1
C1R7,429,Motif6,4
C1R7,429,Motif7,0
C1R7,430,Motif1,4
C1R7,430,Motif2,15
C1R7,430,Motif3,5
C1R7,430,Motif4,6
C1R7,430,Motif5,2
C1R7,430,Motif6,2
C1R7,430,Motif7,1
C1R7,431,Motif1,5
C1R7,431,Motif2,12
C1R7,431,Motif3,2
C1R7,431,Motif4,11
C1R7,431,Motif5,3
C1R7,431,Motif6,2
C1R7,431,Motif7,0
C1R7,432,Motif1,5
C1R7,432,Motif2,13
C1R7,432,Motif3,7
C1R7,432,Motif4,4
C1R7,432,Motif5,3
C1R7,432,Motif6,3
C1R7,432,Motif7,0
C1R7,433,Motif1,2
C1R7,433,Motif2,16
C1R7,433,Motif3,3
C1R7,433,Motif4,5
C1R7,433,Motif5,6
C1R7,433,Motif6,3
C1R7,433,Motif7,0
C1R7,434,Motif1,7
C1R7,434,Motif2,10
C1R7,434,Motif3,6
C1R7,434,Motif4,6
C1R7,434,Motif5,4
C1R7,434,Motif6,2
C1R7,434,Motif7,0
C1R7,435,Motif1,6
C1R7,435,Motif2,11
C1R7,435,Motif3,5
C1R7,435,Motif4,6
C1R7,435,Motif5,5
C1R7,435,Motif6,2
C1R7,435,Motif7,0
C1R7,436,Motif1,5
C1R7,436,Motif2,14
C1R7,436,Motif3,3
C1R7,436,Motif4,8
C1R7,436,Motif5,2
C1R7,436,Motif6,2
C1R7,436,Motif7,1
