Experiment,Community,Isolate1,Isolate2,Isolate1Freq,Isolate2Freq,ColonyCount,ColonyCount1,ColonyCount2,Contamination,DilutionFactor
Transitivity_C2,C11R2,3,11,95,5,51,0,51,FALSE,
Transitivity_C2,C11R2,3,12,5,95,,,,FALSE,
Transitivity_C2,C11R2,3,12,50,50,,,,FALSE,
Transitivity_C2,C11R2,3,12,95,5,,,,FALSE,
Transitivity_C2,C11R2,4,5,5,95,115,115,0,FALSE,
Transitivity_C2,C11R2,4,5,50,50,56,56,0,FALSE,
Transitivity_C2,C11R2,4,5,95,5,113,113,0,FALSE,
Transitivity_C2,C11R2,4,6,5,95,105,105,0,FALSE,
Transitivity_C2,C11R2,4,6,50,50,128,125,3,FALSE,
Transitivity_C2,C11R2,4,6,95,5,87,87,0,FALSE,
Transitivity_C2,C11R2,4,7,5,95,118,118,0,FALSE,
Transitivity_C2,C11R2,4,7,50,50,83,83,0,FALSE,
Transitivity_C2,C11R2,4,7,95,5,103,103,0,FALSE,
Transitivity_C2,C11R2,4,8,5,95,90,90,0,FALSE,
Transitivity_C2,C11R2,4,8,50,50,110,110,0,FALSE,
Transitivity_C2,C11R2,4,8,95,5,107,107,0,FALSE,
Transitivity_C2,C11R2,4,9,5,95,80,80,0,FALSE,
Transitivity_C2,C11R2,4,9,50,50,82,82,0,FALSE,
Transitivity_C2,C11R2,4,9,95,5,149,149,0,FALSE,
Transitivity_C2,C11R2,4,10,5,95,100,100,0,FALSE,
Transitivity_C2,C11R2,4,10,50,50,79,79,0,FALSE,
Transitivity_C2,C11R2,4,10,95,5,72,72,0,FALSE,
Transitivity_C2,C11R2,4,11,5,95,56,0,56,FALSE,
Transitivity_C2,C11R2,4,11,50,50,68,1,67,FALSE,
Transitivity_C2,C11R2,4,11,95,5,106,103,3,FALSE,
Transitivity_C2,C11R2,4,12,5,95,143,143,0,FALSE,
Transitivity_C2,C11R2,4,12,50,50,101,101,0,FALSE,
Transitivity_C2,C11R2,4,12,95,5,108,108,0,FALSE,
Transitivity_C2,C11R2,5,6,5,95,108,0,108,FALSE,
Transitivity_C2,C11R2,5,6,50,50,,,,FALSE,
Transitivity_C2,C11R2,5,6,95,5,,,,FALSE,
Transitivity_C2,C11R2,5,7,5,95,82,72,10,FALSE,
Transitivity_C2,C11R2,5,7,50,50,63,57,6,FALSE,
Transitivity_C2,C11R2,5,7,95,5,69,65,4,FALSE,
Transitivity_C2,C11R2,5,8,5,95,41,41,0,FALSE,
Transitivity_C2,C11R2,5,8,50,50,80,78,2,FALSE,
Transitivity_C2,C11R2,5,8,95,5,34,33,1,FALSE,
Transitivity_C2,C11R2,5,9,5,95,53,53,0,FALSE,
Transitivity_C2,C11R2,5,9,50,50,41,41,0,FALSE,
Transitivity_C2,C11R2,5,9,95,5,39,39,0,FALSE,
Transitivity_C2,C11R2,5,10,5,95,70,70,0,FALSE,
Transitivity_C2,C11R2,5,10,50,50,50,50,0,FALSE,
Transitivity_C2,C11R2,5,10,95,5,70,70,0,FALSE,
Transitivity_C2,C11R2,5,11,5,95,53,0,53,FALSE,
Transitivity_C2,C11R2,5,11,50,50,57,0,57,FALSE,
Transitivity_C2,C11R2,5,11,95,5,50,0,50,FALSE,
Transitivity_C2,C11R2,5,12,5,95,74,65,9,FALSE,
Transitivity_C2,C11R2,5,12,50,50,123,101,22,FALSE,
Transitivity_C2,C11R2,5,12,95,5,85,74,11,FALSE,
Transitivity_C2,C11R2,6,7,5,95,99,99,0,FALSE,
Transitivity_C2,C11R2,6,7,50,50,61,57,4,FALSE,
Transitivity_C2,C11R2,6,7,95,5,118,118,0,FALSE,
Transitivity_C2,C11R2,6,8,5,95,133,133,0,FALSE,
Transitivity_C2,C11R2,6,8,50,50,96,96,0,FALSE,
Transitivity_C2,C11R2,6,8,95,5,114,114,0,FALSE,
Transitivity_C2,C11R2,6,9,5,95,141,141,0,FALSE,
Transitivity_C2,C11R2,6,9,50,50,96,96,0,FALSE,
Transitivity_C2,C11R2,6,9,95,5,70,70,0,FALSE,
Transitivity_C2,C11R2,6,10,5,95,200,200,0,FALSE,
Transitivity_C2,C11R2,6,10,50,50,127,127,0,FALSE,
Transitivity_C2,C11R2,6,10,95,5,113,113,0,FALSE,
Transitivity_C2,C11R2,6,11,5,95,27,0,27,FALSE,
Transitivity_C2,C11R2,6,11,50,50,,,,FALSE,
Transitivity_C2,C11R2,6,11,95,5,51,0,51,FALSE,
Transitivity_C2,C11R2,6,12,5,95,92,92,0,FALSE,
Transitivity_C2,C11R2,6,12,50,50,131,131,0,FALSE,
Transitivity_C2,C11R2,6,12,95,5,107,107,0,FALSE,
Transitivity_C2,C11R2,7,8,5,95,15,14,1,FALSE,
Transitivity_C2,C11R2,7,8,50,50,41,37,4,FALSE,
Transitivity_C2,C11R2,7,8,95,5,15,15,0,FALSE,
Transitivity_C2,C11R2,7,9,5,95,33,33,0,FALSE,
Transitivity_C2,C11R2,7,9,50,50,31,31,0,FALSE,
Transitivity_C2,C11R2,7,9,95,5,33,33,0,FALSE,
Transitivity_C2,C11R2,7,10,5,95,33,33,0,FALSE,
Transitivity_C2,C11R2,7,10,50,50,34,34,0,FALSE,
Transitivity_C2,C11R2,7,10,95,5,34,34,0,FALSE,
Transitivity_C2,C11R2,7,11,5,95,37,0,37,FALSE,
Transitivity_C2,C11R2,7,11,50,50,86,0,86,FALSE,
Transitivity_C2,C11R2,7,11,95,5,56,0,56,FALSE,
Transitivity_C2,C11R2,7,12,5,95,,,,FALSE,
Transitivity_C2,C11R2,7,12,50,50,,,,FALSE,
Transitivity_C2,C11R2,7,12,95,5,,,,FALSE,
Transitivity_C2,C11R2,8,9,5,95,,,,FALSE,
Transitivity_C2,C11R2,8,9,50,50,,,,FALSE,
Transitivity_C2,C11R2,8,9,95,5,,,,FALSE,
Transitivity_C2,C11R2,8,10,5,95,353,125,228,FALSE,
Transitivity_C2,C11R2,8,10,50,50,86,0,86,FALSE,
Transitivity_C2,C11R2,8,10,95,5,145,0,145,FALSE,
Transitivity_C2,C11R2,8,11,5,95,25,0,25,FALSE,
Transitivity_C2,C11R2,8,11,50,50,81,0,81,FALSE,
Transitivity_C2,C11R2,8,11,95,5,51,0,51,FALSE,
Transitivity_C2,C11R2,8,12,5,95,11,0,11,FALSE,
Transitivity_C2,C11R2,8,12,50,50,22,0,22,FALSE,
Transitivity_C2,C11R2,8,12,95,5,34,2,32,FALSE,
Transitivity_C2,C11R2,9,10,5,95,412,135,277,FALSE,
Transitivity_C2,C11R2,9,10,50,50,205,117,88,FALSE,
Transitivity_C2,C11R2,9,10,95,5,499,177,322,FALSE,
Transitivity_C2,C11R2,9,11,5,95,24,0,24,FALSE,
Transitivity_C2,C11R2,9,11,50,50,53,0,53,FALSE,
Transitivity_C2,C11R2,9,11,95,5,48,0,48,FALSE,
Transitivity_C2,C11R2,9,12,5,95,31,0,31,FALSE,
Transitivity_C2,C11R2,9,12,50,50,20,0,20,FALSE,
Transitivity_C2,C11R2,9,12,95,5,26,0,26,FALSE,
Transitivity_C2,C11R2,10,11,5,95,33,0,33,FALSE,
Transitivity_C2,C11R2,10,11,50,50,45,0,45,FALSE,
Transitivity_C2,C11R2,10,11,95,5,65,0,65,FALSE,
Transitivity_C2,C11R2,10,12,5,95,23,0,23,FALSE,
Transitivity_C2,C11R2,10,12,50,50,21,0,21,FALSE,
Transitivity_C2,C11R2,10,12,95,5,22,0,22,TRUE,5
Transitivity_C2,C11R2,11,12,5,95,53,53,0,FALSE,
Transitivity_C2,C11R2,11,12,50,50,40,40,0,FALSE,
Transitivity_C2,C11R2,11,12,95,5,48,48,0,FALSE,
Transitivity_D,C11R5,1,2,5,95,118,0,118,FALSE,
Transitivity_D,C11R5,1,2,50,50,81,1,80,FALSE,
Transitivity_D,C11R5,1,2,95,5,134,0,134,FALSE,
Transitivity_D,C11R5,1,3,5,95,,,,FALSE,
Transitivity_D,C11R5,1,3,50,50,,,,FALSE,
Transitivity_D,C11R5,1,3,95,5,,,,FALSE,
Transitivity_D,C11R5,1,4,5,95,136,0,136,FALSE,
Transitivity_D,C11R5,1,4,50,50,102,1,101,FALSE,
Transitivity_D,C11R5,1,4,95,5,138,0,138,FALSE,
Transitivity_D,C11R5,1,5,5,95,,,,FALSE,
Transitivity_D,C11R5,1,5,50,50,,,,FALSE,
Transitivity_D,C11R5,1,5,95,5,,,,FALSE,
Transitivity_D,C11R5,2,3,5,95,137,136,1,FALSE,
Transitivity_D,C11R5,2,3,50,50,108,105,3,FALSE,
Transitivity_D,C11R5,2,3,95,5,106,106,0,FALSE,
Transitivity_D,C11R5,2,4,5,95,,,,FALSE,
Transitivity_D,C11R5,2,4,50,50,,,,FALSE,
Transitivity_D,C11R5,2,4,95,5,,,,FALSE,
Transitivity_D,C11R5,2,5,5,95,51,51,0,FALSE,
Transitivity_D,C11R5,2,5,50,50,95,95,0,FALSE,
Transitivity_D,C11R5,2,5,95,5,159,159,0,FALSE,
Transitivity_D,C11R5,3,4,5,95,81,0,81,FALSE,
Transitivity_D,C11R5,3,4,50,50,101,0,101,FALSE,
Transitivity_D,C11R5,3,4,95,5,90,0,90,FALSE,
Transitivity_D,C11R5,3,5,5,95,16,15,1,FALSE,
Transitivity_D,C11R5,3,5,50,50,12,2,10,FALSE,
Transitivity_D,C11R5,3,5,95,5,,,,FALSE,
Transitivity_D,C11R5,4,5,5,95,31,31,0,FALSE,
Transitivity_D,C11R5,4,5,50,50,130,130,0,FALSE,
Transitivity_D,C11R5,4,5,95,5,145,145,0,FALSE,
