Community,Richness,Replicate,Motif,Count,Fraction
W3,6,747,1,0,0
W3,6,747,2,1,0.1
W3,6,747,3,0,0
W3,6,747,4,0,0
W3,6,747,5,0,0
W3,6,747,6,6,0.6
W3,6,747,7,3,0.3
W3,6,748,1,0,0
W3,6,748,2,0,0
W3,6,748,3,0,0
W3,6,748,4,1,0.1
W3,6,748,5,0,0
W3,6,748,6,7,0.7
W3,6,748,7,2,0.2
W3,6,749,1,0,0
W3,6,749,2,0,0
W3,6,749,3,0,0
W3,6,749,4,2,0.2
W3,6,749,5,0,0
W3,6,749,6,5,0.5
W3,6,749,7,3,0.3
W3,6,750,1,0,0
W3,6,750,2,0,0
W3,6,750,3,0,0
W3,6,750,4,0,0
W3,6,750,5,1,0.1
W3,6,750,6,7,0.7
W3,6,750,7,2,0.2
W3,6,751,1,0,0
W3,6,751,2,0,0
W3,6,751,3,1,0.1
W3,6,751,4,1,0.1
W3,6,751,5,0,0
W3,6,751,6,5,0.5
W3,6,751,7,3,0.3
W3,6,752,1,0,0
W3,6,752,2,0,0
W3,6,752,3,1,0.1
W3,6,752,4,1,0.1
W3,6,752,5,0,0
W3,6,752,6,5,0.5
W3,6,752,7,3,0.3
W3,6,753,1,0,0
W3,6,753,2,1,0.1
W3,6,753,3,0,0
W3,6,753,4,0,0
W3,6,753,5,0,0
W3,6,753,6,6,0.6
W3,6,753,7,3,0.3
W3,6,754,1,0,0
W3,6,754,2,0,0
W3,6,754,3,0,0
W3,6,754,4,0,0
W3,6,754,5,1,0.1
W3,6,754,6,7,0.7
W3,6,754,7,2,0.2
W3,6,755,1,0,0
W3,6,755,2,0,0
W3,6,755,3,0,0
W3,6,755,4,1,0.1
W3,6,755,5,1,0.1
W3,6,755,6,5,0.5
W3,6,755,7,3,0.3
W3,6,756,1,0,0
W3,6,756,2,0,0
W3,6,756,3,0,0
W3,6,756,4,1,0.1
W3,6,756,5,0,0
W3,6,756,6,7,0.7
W3,6,756,7,2,0.2
W3,6,757,1,0,0
W3,6,757,2,0,0
W3,6,757,3,0,0
W3,6,757,4,2,0.2
W3,6,757,5,0,0
W3,6,757,6,5,0.5
W3,6,757,7,3,0.3
W3,6,758,1,0,0
W3,6,758,2,0,0
W3,6,758,3,0,0
W3,6,758,4,2,0.2
W3,6,758,5,1,0.1
W3,6,758,6,3,0.3
W3,6,758,7,4,0.4
W3,6,759,1,0,0
W3,6,759,2,1,0.1
W3,6,759,3,0,0
W3,6,759,4,0,0
W3,6,759,5,0,0
W3,6,759,6,6,0.6
W3,6,759,7,3,0.3
W3,6,760,1,0,0
W3,6,760,2,0,0
W3,6,760,3,1,0.1
W3,6,760,4,0,0
W3,6,760,5,1,0.1
W3,6,760,6,5,0.5
W3,6,760,7,3,0.3
W3,6,761,1,0,0
W3,6,761,2,0,0
W3,6,761,3,0,0
W3,6,761,4,2,0.2
W3,6,761,5,0,0
W3,6,761,6,5,0.5
W3,6,761,7,3,0.3
W3,6,762,1,0,0
W3,6,762,2,0,0
W3,6,762,3,0,0
W3,6,762,4,1,0.1
W3,6,762,5,0,0
W3,6,762,6,7,0.7
W3,6,762,7,2,0.2
W3,6,763,1,0,0
W3,6,763,2,0,0
W3,6,763,3,1,0.1
W3,6,763,4,2,0.2
W3,6,763,5,0,0
W3,6,763,6,3,0.3
W3,6,763,7,4,0.4
W3,6,764,1,0,0
W3,6,764,2,0,0
W3,6,764,3,0,0
W3,6,764,4,2,0.2
W3,6,764,5,0,0
W3,6,764,6,5,0.5
W3,6,764,7,3,0.3
W3,6,765,1,0,0
W3,6,765,2,0,0
W3,6,765,3,0,0
W3,6,765,4,1,0.1
W3,6,765,5,1,0.1
W3,6,765,6,5,0.5
W3,6,765,7,3,0.3
W3,6,766,1,0,0
W3,6,766,2,0,0
W3,6,766,3,0,0
W3,6,766,4,0,0
W3,6,766,5,1,0.1
W3,6,766,6,7,0.7
W3,6,766,7,2,0.2
W3,6,767,1,0,0
W3,6,767,2,0,0
W3,6,767,3,0,0
W3,6,767,4,1,0.1
W3,6,767,5,1,0.1
W3,6,767,6,5,0.5
W3,6,767,7,3,0.3
W3,6,768,1,0,0
W3,6,768,2,0,0
W3,6,768,3,1,0.1
W3,6,768,4,0,0
W3,6,768,5,0,0
W3,6,768,6,7,0.7
W3,6,768,7,2,0.2
W3,6,769,1,0,0
W3,6,769,2,0,0
W3,6,769,3,1,0.1
W3,6,769,4,1,0.1
W3,6,769,5,0,0
W3,6,769,6,5,0.5
W3,6,769,7,3,0.3
W3,6,770,1,0,0
W3,6,770,2,0,0
W3,6,770,3,0,0
W3,6,770,4,2,0.2
W3,6,770,5,1,0.1
W3,6,770,6,3,0.3
W3,6,770,7,4,0.4
W3,6,771,1,0,0
W3,6,771,2,1,0.1
W3,6,771,3,0,0
W3,6,771,4,0,0
W3,6,771,5,0,0
W3,6,771,6,6,0.6
W3,6,771,7,3,0.3
W3,6,772,1,0,0
W3,6,772,2,0,0
W3,6,772,3,0,0
W3,6,772,4,1,0.1
W3,6,772,5,0,0
W3,6,772,6,7,0.7
W3,6,772,7,2,0.2
W3,6,773,1,0,0
W3,6,773,2,0,0
W3,6,773,3,1,0.1
W3,6,773,4,1,0.1
W3,6,773,5,0,0
W3,6,773,6,5,0.5
W3,6,773,7,3,0.3
W3,6,774,1,0,0
W3,6,774,2,1,0.1
W3,6,774,3,0,0
W3,6,774,4,0,0
W3,6,774,5,0,0
W3,6,774,6,6,0.6
W3,6,774,7,3,0.3
W3,6,775,1,0,0
W3,6,775,2,0,0
W3,6,775,3,1,0.1
W3,6,775,4,1,0.1
W3,6,775,5,0,0
W3,6,775,6,5,0.5
W3,6,775,7,3,0.3
W3,6,776,1,0,0
W3,6,776,2,0,0
W3,6,776,3,1,0.1
W3,6,776,4,0,0
W3,6,776,5,0,0
W3,6,776,6,7,0.7
W3,6,776,7,2,0.2
W3,6,777,1,0,0
W3,6,777,2,0,0
W3,6,777,3,0,0
W3,6,777,4,1,0.1
W3,6,777,5,1,0.1
W3,6,777,6,5,0.5
W3,6,777,7,3,0.3
W3,6,778,1,0,0
W3,6,778,2,1,0.1
W3,6,778,3,0,0
W3,6,778,4,0,0
W3,6,778,5,0,0
W3,6,778,6,6,0.6
W3,6,778,7,3,0.3
W3,6,779,1,0,0
W3,6,779,2,0,0
W3,6,779,3,0,0
W3,6,779,4,1,0.1
W3,6,779,5,1,0.1
W3,6,779,6,5,0.5
W3,6,779,7,3,0.3
W3,6,780,1,0,0
W3,6,780,2,0,0
W3,6,780,3,1,0.1
W3,6,780,4,0,0
W3,6,780,5,1,0.1
W3,6,780,6,5,0.5
W3,6,780,7,3,0.3
W3,6,781,1,0,0
W3,6,781,2,0,0
W3,6,781,3,0,0
W3,6,781,4,1,0.1
W3,6,781,5,0,0
W3,6,781,6,7,0.7
W3,6,781,7,2,0.2
W3,6,782,1,0,0
W3,6,782,2,0,0
W3,6,782,3,0,0
W3,6,782,4,2,0.2
W3,6,782,5,0,0
W3,6,782,6,5,0.5
W3,6,782,7,3,0.3
W3,6,783,1,0,0
W3,6,783,2,0,0
W3,6,783,3,0,0
W3,6,783,4,2,0.2
W3,6,783,5,1,0.1
W3,6,783,6,3,0.3
W3,6,783,7,4,0.4
W3,6,784,1,0,0
W3,6,784,2,0,0
W3,6,784,3,1,0.1
W3,6,784,4,0,0
W3,6,784,5,1,0.1
W3,6,784,6,5,0.5
W3,6,784,7,3,0.3
W3,6,785,1,0,0
W3,6,785,2,0,0
W3,6,785,3,0,0
W3,6,785,4,1,0.1
W3,6,785,5,0,0
W3,6,785,6,7,0.7
W3,6,785,7,2,0.2
W3,6,786,1,0,0
W3,6,786,2,0,0
W3,6,786,3,1,0.1
W3,6,786,4,0,0
W3,6,786,5,0,0
W3,6,786,6,7,0.7
W3,6,786,7,2,0.2
W3,6,787,1,0,0
W3,6,787,2,0,0
W3,6,787,3,1,0.1
W3,6,787,4,1,0.1
W3,6,787,5,0,0
W3,6,787,6,5,0.5
W3,6,787,7,3,0.3
W3,6,788,1,0,0
W3,6,788,2,0,0
W3,6,788,3,0,0
W3,6,788,4,1,0.1
W3,6,788,5,0,0
W3,6,788,6,7,0.7
W3,6,788,7,2,0.2
W3,6,789,1,0,0
W3,6,789,2,0,0
W3,6,789,3,0,0
W3,6,789,4,1,0.1
W3,6,789,5,0,0
W3,6,789,6,7,0.7
W3,6,789,7,2,0.2
W3,6,790,1,0,0
W3,6,790,2,0,0
W3,6,790,3,1,0.1
W3,6,790,4,0,0
W3,6,790,5,1,0.1
W3,6,790,6,5,0.5
W3,6,790,7,3,0.3
W3,6,791,1,0,0
W3,6,791,2,0,0
W3,6,791,3,0,0
W3,6,791,4,1,0.1
W3,6,791,5,0,0
W3,6,791,6,7,0.7
W3,6,791,7,2,0.2
W3,6,792,1,0,0
W3,6,792,2,0,0
W3,6,792,3,1,0.1
W3,6,792,4,0,0
W3,6,792,5,0,0
W3,6,792,6,7,0.7
W3,6,792,7,2,0.2
W3,6,793,1,0,0
W3,6,793,2,0,0
W3,6,793,3,0,0
W3,6,793,4,2,0.2
W3,6,793,5,0,0
W3,6,793,6,5,0.5
W3,6,793,7,3,0.3
W3,6,794,1,0,0
W3,6,794,2,0,0
W3,6,794,3,0,0
W3,6,794,4,1,0.1
W3,6,794,5,0,0
W3,6,794,6,7,0.7
W3,6,794,7,2,0.2
W3,6,795,1,0,0
W3,6,795,2,0,0
W3,6,795,3,1,0.1
W3,6,795,4,0,0
W3,6,795,5,0,0
W3,6,795,6,7,0.7
W3,6,795,7,2,0.2
W3,6,796,1,0,0
W3,6,796,2,0,0
W3,6,796,3,0,0
W3,6,796,4,2,0.2
W3,6,796,5,1,0.1
W3,6,796,6,3,0.3
W3,6,796,7,4,0.4
W3,6,797,1,0,0
W3,6,797,2,0,0
W3,6,797,3,1,0.1
W3,6,797,4,2,0.2
W3,6,797,5,0,0
W3,6,797,6,3,0.3
W3,6,797,7,4,0.4
W3,6,798,1,0,0
W3,6,798,2,0,0
W3,6,798,3,0,0
W3,6,798,4,1,0.1
W3,6,798,5,1,0.1
W3,6,798,6,5,0.5
W3,6,798,7,3,0.3
W3,6,799,1,0,0
W3,6,799,2,0,0
W3,6,799,3,0,0
W3,6,799,4,1,0.1
W3,6,799,5,0,0
W3,6,799,6,7,0.7
W3,6,799,7,2,0.2
W3,6,800,1,0,0
W3,6,800,2,0,0
W3,6,800,3,0,0
W3,6,800,4,2,0.2
W3,6,800,5,0,0
W3,6,800,6,5,0.5
W3,6,800,7,3,0.3
W3,6,801,1,0,0
W3,6,801,2,0,0
W3,6,801,3,0,0
W3,6,801,4,2,0.2
W3,6,801,5,1,0.1
W3,6,801,6,3,0.3
W3,6,801,7,4,0.4
W3,6,802,1,0,0
W3,6,802,2,0,0
W3,6,802,3,1,0.1
W3,6,802,4,0,0
W3,6,802,5,1,0.1
W3,6,802,6,5,0.5
W3,6,802,7,3,0.3
W3,6,803,1,0,0
W3,6,803,2,1,0.1
W3,6,803,3,0,0
W3,6,803,4,0,0
W3,6,803,5,0,0
W3,6,803,6,6,0.6
W3,6,803,7,3,0.3
W3,6,804,1,0,0
W3,6,804,2,0,0
W3,6,804,3,0,0
W3,6,804,4,1,0.1
W3,6,804,5,1,0.1
W3,6,804,6,5,0.5
W3,6,804,7,3,0.3
W3,6,805,1,0,0
W3,6,805,2,0,0
W3,6,805,3,1,0.1
W3,6,805,4,0,0
W3,6,805,5,1,0.1
W3,6,805,6,5,0.5
W3,6,805,7,3,0.3
W3,6,806,1,0,0
W3,6,806,2,0,0
W3,6,806,3,0,0
W3,6,806,4,1,0.1
W3,6,806,5,0,0
W3,6,806,6,7,0.7
W3,6,806,7,2,0.2
W3,6,807,1,0,0
W3,6,807,2,0,0
W3,6,807,3,1,0.1
W3,6,807,4,2,0.2
W3,6,807,5,0,0
W3,6,807,6,3,0.3
W3,6,807,7,4,0.4
W3,6,808,1,0,0
W3,6,808,2,1,0.1
W3,6,808,3,0,0
W3,6,808,4,0,0
W3,6,808,5,0,0
W3,6,808,6,6,0.6
W3,6,808,7,3,0.3
W3,6,809,1,0,0
W3,6,809,2,0,0
W3,6,809,3,0,0
W3,6,809,4,1,0.1
W3,6,809,5,1,0.1
W3,6,809,6,5,0.5
W3,6,809,7,3,0.3
W3,6,810,1,0,0
W3,6,810,2,0,0
W3,6,810,3,0,0
W3,6,810,4,1,0.1
W3,6,810,5,0,0
W3,6,810,6,7,0.7
W3,6,810,7,2,0.2
W3,6,811,1,0,0
W3,6,811,2,0,0
W3,6,811,3,0,0
W3,6,811,4,2,0.2
W3,6,811,5,0,0
W3,6,811,6,5,0.5
W3,6,811,7,3,0.3
W3,6,812,1,0,0
W3,6,812,2,0,0
W3,6,812,3,0,0
W3,6,812,4,0,0
W3,6,812,5,1,0.1
W3,6,812,6,7,0.7
W3,6,812,7,2,0.2
W3,6,813,1,0,0
W3,6,813,2,0,0
W3,6,813,3,0,0
W3,6,813,4,1,0.1
W3,6,813,5,0,0
W3,6,813,6,7,0.7
W3,6,813,7,2,0.2
W3,6,814,1,0,0
W3,6,814,2,0,0
W3,6,814,3,0,0
W3,6,814,4,1,0.1
W3,6,814,5,0,0
W3,6,814,6,7,0.7
W3,6,814,7,2,0.2
W3,6,815,1,0,0
W3,6,815,2,0,0
W3,6,815,3,0,0
W3,6,815,4,1,0.1
W3,6,815,5,1,0.1
W3,6,815,6,5,0.5
W3,6,815,7,3,0.3
W3,6,816,1,0,0
W3,6,816,2,0,0
W3,6,816,3,1,0.1
W3,6,816,4,1,0.1
W3,6,816,5,0,0
W3,6,816,6,5,0.5
W3,6,816,7,3,0.3
W3,6,817,1,0,0
W3,6,817,2,0,0
W3,6,817,3,0,0
W3,6,817,4,1,0.1
W3,6,817,5,0,0
W3,6,817,6,7,0.7
W3,6,817,7,2,0.2
W3,6,818,1,0,0
W3,6,818,2,0,0
W3,6,818,3,0,0
W3,6,818,4,1,0.1
W3,6,818,5,1,0.1
W3,6,818,6,5,0.5
W3,6,818,7,3,0.3
W3,6,819,1,0,0
W3,6,819,2,0,0
W3,6,819,3,1,0.1
W3,6,819,4,1,0.1
W3,6,819,5,0,0
W3,6,819,6,5,0.5
W3,6,819,7,3,0.3
W3,6,820,1,0,0
W3,6,820,2,0,0
W3,6,820,3,1,0.1
W3,6,820,4,1,0.1
W3,6,820,5,0,0
W3,6,820,6,5,0.5
W3,6,820,7,3,0.3
W3,6,821,1,0,0
W3,6,821,2,0,0
W3,6,821,3,1,0.1
W3,6,821,4,2,0.2
W3,6,821,5,0,0
W3,6,821,6,3,0.3
W3,6,821,7,4,0.4
W3,6,822,1,0,0
W3,6,822,2,0,0
W3,6,822,3,1,0.1
W3,6,822,4,2,0.2
W3,6,822,5,0,0
W3,6,822,6,3,0.3
W3,6,822,7,4,0.4
W3,6,823,1,0,0
W3,6,823,2,0,0
W3,6,823,3,0,0
W3,6,823,4,1,0.1
W3,6,823,5,0,0
W3,6,823,6,7,0.7
W3,6,823,7,2,0.2
W3,6,824,1,0,0
W3,6,824,2,0,0
W3,6,824,3,0,0
W3,6,824,4,2,0.2
W3,6,824,5,0,0
W3,6,824,6,5,0.5
W3,6,824,7,3,0.3
W3,6,825,1,0,0
W3,6,825,2,0,0
W3,6,825,3,1,0.1
W3,6,825,4,2,0.2
W3,6,825,5,0,0
W3,6,825,6,3,0.3
W3,6,825,7,4,0.4
W3,6,826,1,0,0
W3,6,826,2,0,0
W3,6,826,3,1,0.1
W3,6,826,4,0,0
W3,6,826,5,0,0
W3,6,826,6,7,0.7
W3,6,826,7,2,0.2
W3,6,827,1,0,0
W3,6,827,2,0,0
W3,6,827,3,0,0
W3,6,827,4,2,0.2
W3,6,827,5,1,0.1
W3,6,827,6,3,0.3
W3,6,827,7,4,0.4
W3,6,828,1,0,0
W3,6,828,2,0,0
W3,6,828,3,1,0.1
W3,6,828,4,0,0
W3,6,828,5,1,0.1
W3,6,828,6,5,0.5
W3,6,828,7,3,0.3
W3,6,829,1,0,0
W3,6,829,2,0,0
W3,6,829,3,0,0
W3,6,829,4,1,0.1
W3,6,829,5,1,0.1
W3,6,829,6,5,0.5
W3,6,829,7,3,0.3
W3,6,830,1,0,0
W3,6,830,2,0,0
W3,6,830,3,0,0
W3,6,830,4,1,0.1
W3,6,830,5,0,0
W3,6,830,6,7,0.7
W3,6,830,7,2,0.2
W3,6,831,1,0,0
W3,6,831,2,1,0.1
W3,6,831,3,0,0
W3,6,831,4,0,0
W3,6,831,5,0,0
W3,6,831,6,6,0.6
W3,6,831,7,3,0.3
W3,6,832,1,0,0
W3,6,832,2,0,0
W3,6,832,3,1,0.1
W3,6,832,4,0,0
W3,6,832,5,1,0.1
W3,6,832,6,5,0.5
W3,6,832,7,3,0.3
W3,6,833,1,0,0
W3,6,833,2,0,0
W3,6,833,3,1,0.1
W3,6,833,4,2,0.2
W3,6,833,5,0,0
W3,6,833,6,3,0.3
W3,6,833,7,4,0.4
W3,6,834,1,0,0
W3,6,834,2,0,0
W3,6,834,3,0,0
W3,6,834,4,1,0.1
W3,6,834,5,1,0.1
W3,6,834,6,5,0.5
W3,6,834,7,3,0.3
W3,6,835,1,0,0
W3,6,835,2,0,0
W3,6,835,3,1,0.1
W3,6,835,4,0,0
W3,6,835,5,0,0
W3,6,835,6,7,0.7
W3,6,835,7,2,0.2
W3,6,836,1,0,0
W3,6,836,2,0,0
W3,6,836,3,0,0
W3,6,836,4,2,0.2
W3,6,836,5,0,0
W3,6,836,6,5,0.5
W3,6,836,7,3,0.3
W3,6,837,1,0,0
W3,6,837,2,0,0
W3,6,837,3,1,0.1
W3,6,837,4,0,0
W3,6,837,5,0,0
W3,6,837,6,7,0.7
W3,6,837,7,2,0.2
W3,6,838,1,0,0
W3,6,838,2,0,0
W3,6,838,3,0,0
W3,6,838,4,0,0
W3,6,838,5,1,0.1
W3,6,838,6,7,0.7
W3,6,838,7,2,0.2
W3,6,839,1,0,0
W3,6,839,2,0,0
W3,6,839,3,0,0
W3,6,839,4,1,0.1
W3,6,839,5,0,0
W3,6,839,6,7,0.7
W3,6,839,7,2,0.2
W3,6,840,1,0,0
W3,6,840,2,0,0
W3,6,840,3,1,0.1
W3,6,840,4,0,0
W3,6,840,5,0,0
W3,6,840,6,7,0.7
W3,6,840,7,2,0.2
W3,6,841,1,0,0
W3,6,841,2,0,0
W3,6,841,3,1,0.1
W3,6,841,4,0,0
W3,6,841,5,1,0.1
W3,6,841,6,5,0.5
W3,6,841,7,3,0.3
W3,6,842,1,0,0
W3,6,842,2,0,0
W3,6,842,3,1,0.1
W3,6,842,4,0,0
W3,6,842,5,0,0
W3,6,842,6,7,0.7
W3,6,842,7,2,0.2
W3,6,843,1,0,0
W3,6,843,2,0,0
W3,6,843,3,0,0
W3,6,843,4,0,0
W3,6,843,5,1,0.1
W3,6,843,6,7,0.7
W3,6,843,7,2,0.2
W3,6,844,1,0,0
W3,6,844,2,0,0
W3,6,844,3,1,0.1
W3,6,844,4,2,0.2
W3,6,844,5,0,0
W3,6,844,6,3,0.3
W3,6,844,7,4,0.4
W3,6,845,1,0,0
W3,6,845,2,0,0
W3,6,845,3,0,0
W3,6,845,4,1,0.1
W3,6,845,5,1,0.1
W3,6,845,6,5,0.5
W3,6,845,7,3,0.3
W3,6,846,1,0,0
W3,6,846,2,0,0
W3,6,846,3,1,0.1
W3,6,846,4,1,0.1
W3,6,846,5,0,0
W3,6,846,6,5,0.5
W3,6,846,7,3,0.3
W3,6,847,1,0,0
W3,6,847,2,0,0
W3,6,847,3,0,0
W3,6,847,4,1,0.1
W3,6,847,5,0,0
W3,6,847,6,7,0.7
W3,6,847,7,2,0.2
W3,6,848,1,0,0
W3,6,848,2,1,0.1
W3,6,848,3,0,0
W3,6,848,4,0,0
W3,6,848,5,0,0
W3,6,848,6,6,0.6
W3,6,848,7,3,0.3
W3,6,849,1,0,0
W3,6,849,2,0,0
W3,6,849,3,0,0
W3,6,849,4,2,0.2
W3,6,849,5,0,0
W3,6,849,6,5,0.5
W3,6,849,7,3,0.3
W3,6,850,1,0,0
W3,6,850,2,0,0
W3,6,850,3,1,0.1
W3,6,850,4,2,0.2
W3,6,850,5,0,0
W3,6,850,6,3,0.3
W3,6,850,7,4,0.4
W3,6,851,1,0,0
W3,6,851,2,0,0
W3,6,851,3,1,0.1
W3,6,851,4,2,0.2
W3,6,851,5,0,0
W3,6,851,6,3,0.3
W3,6,851,7,4,0.4
W3,6,852,1,0,0
W3,6,852,2,0,0
W3,6,852,3,0,0
W3,6,852,4,0,0
W3,6,852,5,1,0.1
W3,6,852,6,7,0.7
W3,6,852,7,2,0.2
W3,6,853,1,0,0
W3,6,853,2,0,0
W3,6,853,3,0,0
W3,6,853,4,1,0.1
W3,6,853,5,0,0
W3,6,853,6,7,0.7
W3,6,853,7,2,0.2
W3,6,854,1,0,0
W3,6,854,2,0,0
W3,6,854,3,1,0.1
W3,6,854,4,1,0.1
W3,6,854,5,0,0
W3,6,854,6,5,0.5
W3,6,854,7,3,0.3
W3,6,855,1,0,0
W3,6,855,2,0,0
W3,6,855,3,1,0.1
W3,6,855,4,0,0
W3,6,855,5,1,0.1
W3,6,855,6,5,0.5
W3,6,855,7,3,0.3
W3,6,856,1,0,0
W3,6,856,2,0,0
W3,6,856,3,1,0.1
W3,6,856,4,0,0
W3,6,856,5,0,0
W3,6,856,6,7,0.7
W3,6,856,7,2,0.2
W3,6,857,1,0,0
W3,6,857,2,0,0
W3,6,857,3,0,0
W3,6,857,4,0,0
W3,6,857,5,1,0.1
W3,6,857,6,7,0.7
W3,6,857,7,2,0.2
W3,6,858,1,0,0
W3,6,858,2,0,0
W3,6,858,3,0,0
W3,6,858,4,1,0.1
W3,6,858,5,1,0.1
W3,6,858,6,5,0.5
W3,6,858,7,3,0.3
W3,6,859,1,0,0
W3,6,859,2,0,0
W3,6,859,3,1,0.1
W3,6,859,4,0,0
W3,6,859,5,1,0.1
W3,6,859,6,5,0.5
W3,6,859,7,3,0.3
W3,6,860,1,0,0
W3,6,860,2,0,0
W3,6,860,3,1,0.1
W3,6,860,4,0,0
W3,6,860,5,1,0.1
W3,6,860,6,5,0.5
W3,6,860,7,3,0.3
W3,6,861,1,0,0
W3,6,861,2,0,0
W3,6,861,3,0,0
W3,6,861,4,1,0.1
W3,6,861,5,1,0.1
W3,6,861,6,5,0.5
W3,6,861,7,3,0.3
W3,6,862,1,0,0
W3,6,862,2,0,0
W3,6,862,3,1,0.1
W3,6,862,4,0,0
W3,6,862,5,1,0.1
W3,6,862,6,5,0.5
W3,6,862,7,3,0.3
W3,6,863,1,0,0
W3,6,863,2,0,0
W3,6,863,3,0,0
W3,6,863,4,2,0.2
W3,6,863,5,0,0
W3,6,863,6,5,0.5
W3,6,863,7,3,0.3
W3,6,864,1,0,0
W3,6,864,2,0,0
W3,6,864,3,0,0
W3,6,864,4,1,0.1
W3,6,864,5,1,0.1
W3,6,864,6,5,0.5
W3,6,864,7,3,0.3
W3,6,865,1,0,0
W3,6,865,2,0,0
W3,6,865,3,0,0
W3,6,865,4,1,0.1
W3,6,865,5,1,0.1
W3,6,865,6,5,0.5
W3,6,865,7,3,0.3
W3,6,866,1,0,0
W3,6,866,2,1,0.1
W3,6,866,3,0,0
W3,6,866,4,0,0
W3,6,866,5,0,0
W3,6,866,6,6,0.6
W3,6,866,7,3,0.3
W3,6,867,1,0,0
W3,6,867,2,1,0.1
W3,6,867,3,0,0
W3,6,867,4,0,0
W3,6,867,5,0,0
W3,6,867,6,6,0.6
W3,6,867,7,3,0.3
W3,6,868,1,0,0
W3,6,868,2,0,0
W3,6,868,3,1,0.1
W3,6,868,4,0,0
W3,6,868,5,1,0.1
W3,6,868,6,5,0.5
W3,6,868,7,3,0.3
W3,6,869,1,0,0
W3,6,869,2,0,0
W3,6,869,3,0,0
W3,6,869,4,1,0.1
W3,6,869,5,1,0.1
W3,6,869,6,5,0.5
W3,6,869,7,3,0.3
W3,6,870,1,0,0
W3,6,870,2,1,0.1
W3,6,870,3,0,0
W3,6,870,4,0,0
W3,6,870,5,0,0
W3,6,870,6,6,0.6
W3,6,870,7,3,0.3
W3,6,871,1,0,0
W3,6,871,2,0,0
W3,6,871,3,0,0
W3,6,871,4,1,0.1
W3,6,871,5,1,0.1
W3,6,871,6,5,0.5
W3,6,871,7,3,0.3
W3,6,872,1,0,0
W3,6,872,2,0,0
W3,6,872,3,0,0
W3,6,872,4,1,0.1
W3,6,872,5,1,0.1
W3,6,872,6,5,0.5
W3,6,872,7,3,0.3
W3,6,873,1,0,0
W3,6,873,2,0,0
W3,6,873,3,0,0
W3,6,873,4,1,0.1
W3,6,873,5,1,0.1
W3,6,873,6,5,0.5
W3,6,873,7,3,0.3
W3,6,874,1,0,0
W3,6,874,2,0,0
W3,6,874,3,0,0
W3,6,874,4,2,0.2
W3,6,874,5,0,0
W3,6,874,6,5,0.5
W3,6,874,7,3,0.3
W3,6,875,1,0,0
W3,6,875,2,0,0
W3,6,875,3,1,0.1
W3,6,875,4,1,0.1
W3,6,875,5,0,0
W3,6,875,6,5,0.5
W3,6,875,7,3,0.3
W3,6,876,1,0,0
W3,6,876,2,0,0
W3,6,876,3,1,0.1
W3,6,876,4,1,0.1
W3,6,876,5,0,0
W3,6,876,6,5,0.5
W3,6,876,7,3,0.3
W3,6,877,1,0,0
W3,6,877,2,0,0
W3,6,877,3,0,0
W3,6,877,4,0,0
W3,6,877,5,1,0.1
W3,6,877,6,7,0.7
W3,6,877,7,2,0.2
W3,6,878,1,0,0
W3,6,878,2,0,0
W3,6,878,3,0,0
W3,6,878,4,2,0.2
W3,6,878,5,0,0
W3,6,878,6,5,0.5
W3,6,878,7,3,0.3
W3,6,879,1,0,0
W3,6,879,2,0,0
W3,6,879,3,1,0.1
W3,6,879,4,1,0.1
W3,6,879,5,0,0
W3,6,879,6,5,0.5
W3,6,879,7,3,0.3
W3,6,880,1,0,0
W3,6,880,2,0,0
W3,6,880,3,0,0
W3,6,880,4,2,0.2
W3,6,880,5,1,0.1
W3,6,880,6,3,0.3
W3,6,880,7,4,0.4
W3,6,881,1,0,0
W3,6,881,2,0,0
W3,6,881,3,0,0
W3,6,881,4,1,0.1
W3,6,881,5,1,0.1
W3,6,881,6,5,0.5
W3,6,881,7,3,0.3
W3,6,882,1,0,0
W3,6,882,2,0,0
W3,6,882,3,0,0
W3,6,882,4,1,0.1
W3,6,882,5,1,0.1
W3,6,882,6,5,0.5
W3,6,882,7,3,0.3
W3,6,883,1,0,0
W3,6,883,2,0,0
W3,6,883,3,1,0.1
W3,6,883,4,1,0.1
W3,6,883,5,0,0
W3,6,883,6,5,0.5
W3,6,883,7,3,0.3
W3,6,884,1,0,0
W3,6,884,2,0,0
W3,6,884,3,0,0
W3,6,884,4,0,0
W3,6,884,5,1,0.1
W3,6,884,6,7,0.7
W3,6,884,7,2,0.2
W3,6,885,1,0,0
W3,6,885,2,0,0
W3,6,885,3,1,0.1
W3,6,885,4,0,0
W3,6,885,5,1,0.1
W3,6,885,6,5,0.5
W3,6,885,7,3,0.3
W3,6,886,1,0,0
W3,6,886,2,0,0
W3,6,886,3,1,0.1
W3,6,886,4,2,0.2
W3,6,886,5,0,0
W3,6,886,6,3,0.3
W3,6,886,7,4,0.4
W3,6,887,1,0,0
W3,6,887,2,0,0
W3,6,887,3,0,0
W3,6,887,4,0,0
W3,6,887,5,1,0.1
W3,6,887,6,7,0.7
W3,6,887,7,2,0.2
W3,6,888,1,0,0
W3,6,888,2,0,0
W3,6,888,3,0,0
W3,6,888,4,0,0
W3,6,888,5,1,0.1
W3,6,888,6,7,0.7
W3,6,888,7,2,0.2
W3,6,889,1,0,0
W3,6,889,2,0,0
W3,6,889,3,0,0
W3,6,889,4,1,0.1
