Community,Replicate,RankDifference,InteractionType,Count,TotalCount,Fraction
W5,914,1,coexistence,2,8,0.25
W5,914,2,coexistence,1,7,0.14285714285714285
W5,914,3,coexistence,3,6,0.5
W5,914,4,coexistence,1,5,0.2
W5,914,5,coexistence,0,4,0
W5,914,6,coexistence,1,3,0.3333333333333333
W5,914,7,coexistence,0,2,0
W5,914,8,coexistence,0,1,0
W5,915,1,coexistence,2,8,0.25
W5,915,2,coexistence,1,7,0.14285714285714285
W5,915,3,coexistence,1,6,0.16666666666666666
W5,915,4,coexistence,2,5,0.4
W5,915,5,coexistence,0,4,0
W5,915,6,coexistence,1,3,0.3333333333333333
W5,915,7,coexistence,1,2,0.5
W5,915,8,coexistence,0,1,0
W5,916,1,coexistence,2,8,0.25
W5,916,2,coexistence,0,7,0
W5,916,3,coexistence,2,6,0.3333333333333333
W5,916,4,coexistence,1,5,0.2
W5,916,5,coexistence,1,4,0.25
W5,916,6,coexistence,1,3,0.3333333333333333
W5,916,7,coexistence,1,2,0.5
W5,916,8,coexistence,0,1,0
W5,917,1,coexistence,0,8,0
W5,917,2,coexistence,2,7,0.2857142857142857
W5,917,3,coexistence,2,6,0.3333333333333333
W5,917,4,coexistence,2,5,0.4
W5,917,5,coexistence,0,4,0
W5,917,6,coexistence,1,3,0.3333333333333333
W5,917,7,coexistence,1,2,0.5
W5,917,8,coexistence,0,1,0
W5,918,1,coexistence,2,8,0.25
W5,918,2,coexistence,1,7,0.14285714285714285
W5,918,3,coexistence,2,6,0.3333333333333333
W5,918,4,coexistence,2,5,0.4
W5,918,5,coexistence,0,4,0
W5,918,6,coexistence,1,3,0.3333333333333333
W5,918,7,coexistence,0,2,0
W5,918,8,coexistence,0,1,0
W5,919,1,coexistence,4,8,0.5
W5,919,2,coexistence,1,7,0.14285714285714285
W5,919,3,coexistence,1,6,0.16666666666666666
W5,919,4,coexistence,0,5,0
W5,919,5,coexistence,1,4,0.25
W5,919,6,coexistence,0,3,0
W5,919,7,coexistence,1,2,0.5
W5,919,8,coexistence,0,1,0
W5,920,1,coexistence,1,8,0.125
W5,920,2,coexistence,2,7,0.2857142857142857
W5,920,3,coexistence,0,6,0
W5,920,4,coexistence,3,5,0.6
W5,920,5,coexistence,0,4,0
W5,920,6,coexistence,1,3,0.3333333333333333
W5,920,7,coexistence,0,2,0
W5,920,8,coexistence,1,1,1
W5,921,1,coexistence,1,8,0.125
W5,921,2,coexistence,1,7,0.14285714285714285
W5,921,3,coexistence,1,6,0.16666666666666666
W5,921,4,coexistence,3,5,0.6
W5,921,5,coexistence,1,4,0.25
W5,921,6,coexistence,0,3,0
W5,921,7,coexistence,0,2,0
W5,921,8,coexistence,1,1,1
W5,922,1,coexistence,3,8,0.375
W5,922,2,coexistence,0,7,0
W5,922,3,coexistence,1,6,0.16666666666666666
W5,922,4,coexistence,3,5,0.6
W5,922,5,coexistence,1,4,0.25
W5,922,6,coexistence,0,3,0
W5,922,7,coexistence,0,2,0
W5,922,8,coexistence,0,1,0
W5,923,1,coexistence,2,8,0.25
W5,923,2,coexistence,0,7,0
W5,923,3,coexistence,2,6,0.3333333333333333
W5,923,4,coexistence,3,5,0.6
W5,923,5,coexistence,0,4,0
W5,923,6,coexistence,0,3,0
W5,923,7,coexistence,1,2,0.5
W5,923,8,coexistence,0,1,0
W5,924,1,coexistence,2,8,0.25
W5,924,2,coexistence,2,7,0.2857142857142857
W5,924,3,coexistence,0,6,0
W5,924,4,coexistence,2,5,0.4
W5,924,5,coexistence,1,4,0.25
W5,924,6,coexistence,1,3,0.3333333333333333
W5,924,7,coexistence,0,2,0
W5,924,8,coexistence,0,1,0
W5,925,1,coexistence,3,8,0.375
W5,925,2,coexistence,0,7,0
W5,925,3,coexistence,1,6,0.16666666666666666
W5,925,4,coexistence,2,5,0.4
W5,925,5,coexistence,1,4,0.25
W5,925,6,coexistence,0,3,0
W5,925,7,coexistence,0,2,0
W5,925,8,coexistence,1,1,1
W5,926,1,coexistence,1,8,0.125
W5,926,2,coexistence,3,7,0.42857142857142855
W5,926,3,coexistence,2,6,0.3333333333333333
W5,926,4,coexistence,2,5,0.4
W5,926,5,coexistence,0,4,0
W5,926,6,coexistence,0,3,0
W5,926,7,coexistence,0,2,0
W5,926,8,coexistence,0,1,0
W5,927,1,coexistence,0,8,0
W5,927,2,coexistence,1,7,0.14285714285714285
W5,927,3,coexistence,2,6,0.3333333333333333
W5,927,4,coexistence,2,5,0.4
W5,927,5,coexistence,1,4,0.25
W5,927,6,coexistence,1,3,0.3333333333333333
W5,927,7,coexistence,1,2,0.5
W5,927,8,coexistence,0,1,0
W5,928,1,coexistence,2,8,0.25
W5,928,2,coexistence,0,7,0
W5,928,3,coexistence,2,6,0.3333333333333333
W5,928,4,coexistence,2,5,0.4
W5,928,5,coexistence,1,4,0.25
W5,928,6,coexistence,0,3,0
W5,928,7,coexistence,1,2,0.5
W5,928,8,coexistence,0,1,0
W5,929,1,coexistence,2,8,0.25
W5,929,2,coexistence,1,7,0.14285714285714285
W5,929,3,coexistence,1,6,0.16666666666666666
W5,929,4,coexistence,2,5,0.4
W5,929,5,coexistence,0,4,0
W5,929,6,coexistence,2,3,0.6666666666666666
W5,929,7,coexistence,0,2,0
W5,929,8,coexistence,0,1,0
W5,930,1,coexistence,3,8,0.375
W5,930,2,coexistence,1,7,0.14285714285714285
W5,930,3,coexistence,2,6,0.3333333333333333
W5,930,4,coexistence,1,5,0.2
W5,930,5,coexistence,0,4,0
W5,930,6,coexistence,1,3,0.3333333333333333
W5,930,7,coexistence,0,2,0
W5,930,8,coexistence,0,1,0
W5,931,1,coexistence,1,8,0.125
W5,931,2,coexistence,1,7,0.14285714285714285
W5,931,3,coexistence,2,6,0.3333333333333333
W5,931,4,coexistence,2,5,0.4
W5,931,5,coexistence,2,4,0.5
W5,931,6,coexistence,0,3,0
W5,931,7,coexistence,0,2,0
W5,931,8,coexistence,0,1,0
W5,932,1,coexistence,1,8,0.125
W5,932,2,coexistence,2,7,0.2857142857142857
W5,932,3,coexistence,0,6,0
W5,932,4,coexistence,1,5,0.2
W5,932,5,coexistence,2,4,0.5
W5,932,6,coexistence,1,3,0.3333333333333333
W5,932,7,coexistence,0,2,0
W5,932,8,coexistence,1,1,1
W5,933,1,coexistence,1,8,0.125
W5,933,2,coexistence,3,7,0.42857142857142855
W5,933,3,coexistence,0,6,0
W5,933,4,coexistence,1,5,0.2
W5,933,5,coexistence,1,4,0.25
W5,933,6,coexistence,2,3,0.6666666666666666
W5,933,7,coexistence,0,2,0
W5,933,8,coexistence,0,1,0
W5,934,1,coexistence,2,8,0.25
W5,934,2,coexistence,0,7,0
W5,934,3,coexistence,1,6,0.16666666666666666
W5,934,4,coexistence,2,5,0.4
W5,934,5,coexistence,1,4,0.25
W5,934,6,coexistence,1,3,0.3333333333333333
W5,934,7,coexistence,0,2,0
W5,934,8,coexistence,1,1,1
W5,935,1,coexistence,2,8,0.25
W5,935,2,coexistence,3,7,0.42857142857142855
W5,935,3,coexistence,2,6,0.3333333333333333
W5,935,4,coexistence,0,5,0
W5,935,5,coexistence,0,4,0
W5,935,6,coexistence,0,3,0
W5,935,7,coexistence,1,2,0.5
W5,935,8,coexistence,0,1,0
W5,936,1,coexistence,0,8,0
W5,936,2,coexistence,1,7,0.14285714285714285
W5,936,3,coexistence,2,6,0.3333333333333333
W5,936,4,coexistence,2,5,0.4
W5,936,5,coexistence,1,4,0.25
W5,936,6,coexistence,0,3,0
W5,936,7,coexistence,1,2,0.5
W5,936,8,coexistence,1,1,1
W5,937,1,coexistence,2,8,0.25
W5,937,2,coexistence,0,7,0
W5,937,3,coexistence,1,6,0.16666666666666666
W5,937,4,coexistence,3,5,0.6
W5,937,5,coexistence,0,4,0
W5,937,6,coexistence,1,3,0.3333333333333333
W5,937,7,coexistence,1,2,0.5
W5,937,8,coexistence,0,1,0
W5,938,1,coexistence,2,8,0.25
W5,938,2,coexistence,0,7,0
W5,938,3,coexistence,3,6,0.5
W5,938,4,coexistence,1,5,0.2
W5,938,5,coexistence,1,4,0.25
W5,938,6,coexistence,1,3,0.3333333333333333
W5,938,7,coexistence,0,2,0
W5,938,8,coexistence,0,1,0
W5,939,1,coexistence,2,8,0.25
W5,939,2,coexistence,2,7,0.2857142857142857
W5,939,3,coexistence,0,6,0
W5,939,4,coexistence,1,5,0.2
W5,939,5,coexistence,1,4,0.25
W5,939,6,coexistence,2,3,0.6666666666666666
W5,939,7,coexistence,0,2,0
W5,939,8,coexistence,0,1,0
W5,940,1,coexistence,2,8,0.25
W5,940,2,coexistence,1,7,0.14285714285714285
W5,940,3,coexistence,1,6,0.16666666666666666
W5,940,4,coexistence,1,5,0.2
W5,940,5,coexistence,1,4,0.25
W5,940,6,coexistence,0,3,0
W5,940,7,coexistence,1,2,0.5
W5,940,8,coexistence,1,1,1
W5,941,1,coexistence,0,8,0
W5,941,2,coexistence,2,7,0.2857142857142857
W5,941,3,coexistence,3,6,0.5
W5,941,4,coexistence,1,5,0.2
W5,941,5,coexistence,2,4,0.5
W5,941,6,coexistence,0,3,0
W5,941,7,coexistence,0,2,0
W5,941,8,coexistence,0,1,0
W5,942,1,coexistence,1,8,0.125
W5,942,2,coexistence,1,7,0.14285714285714285
W5,942,3,coexistence,1,6,0.16666666666666666
W5,942,4,coexistence,1,5,0.2
W5,942,5,coexistence,2,4,0.5
W5,942,6,coexistence,2,3,0.6666666666666666
W5,942,7,coexistence,0,2,0
W5,942,8,coexistence,0,1,0
W5,943,1,coexistence,2,8,0.25
W5,943,2,coexistence,2,7,0.2857142857142857
W5,943,3,coexistence,2,6,0.3333333333333333
W5,943,4,coexistence,0,5,0
W5,943,5,coexistence,1,4,0.25
W5,943,6,coexistence,1,3,0.3333333333333333
W5,943,7,coexistence,0,2,0
W5,943,8,coexistence,0,1,0
W5,944,1,coexistence,4,8,0.5
W5,944,2,coexistence,0,7,0
W5,944,3,coexistence,2,6,0.3333333333333333
W5,944,4,coexistence,1,5,0.2
W5,944,5,coexistence,0,4,0
W5,944,6,coexistence,0,3,0
W5,944,7,coexistence,0,2,0
W5,944,8,coexistence,1,1,1
W5,945,1,coexistence,2,8,0.25
W5,945,2,coexistence,4,7,0.5714285714285714
W5,945,3,coexistence,1,6,0.16666666666666666
W5,945,4,coexistence,0,5,0
W5,945,5,coexistence,1,4,0.25
W5,945,6,coexistence,0,3,0
W5,945,7,coexistence,0,2,0
W5,945,8,coexistence,0,1,0
W5,946,1,coexistence,0,8,0
W5,946,2,coexistence,3,7,0.42857142857142855
W5,946,3,coexistence,1,6,0.16666666666666666
W5,946,4,coexistence,1,5,0.2
W5,946,5,coexistence,3,4,0.75
W5,946,6,coexistence,0,3,0
W5,946,7,coexistence,0,2,0
W5,946,8,coexistence,0,1,0
W5,947,1,coexistence,2,8,0.25
W5,947,2,coexistence,3,7,0.42857142857142855
W5,947,3,coexistence,1,6,0.16666666666666666
W5,947,4,coexistence,0,5,0
W5,947,5,coexistence,0,4,0
W5,947,6,coexistence,0,3,0
W5,947,7,coexistence,2,2,1
W5,947,8,coexistence,0,1,0
W5,948,1,coexistence,3,8,0.375
W5,948,2,coexistence,1,7,0.14285714285714285
W5,948,3,coexistence,2,6,0.3333333333333333
W5,948,4,coexistence,1,5,0.2
W5,948,5,coexistence,0,4,0
W5,948,6,coexistence,1,3,0.3333333333333333
W5,948,7,coexistence,0,2,0
W5,948,8,coexistence,0,1,0
W5,949,1,coexistence,0,8,0
W5,949,2,coexistence,0,7,0
W5,949,3,coexistence,2,6,0.3333333333333333
W5,949,4,coexistence,2,5,0.4
W5,949,5,coexistence,2,4,0.5
W5,949,6,coexistence,2,3,0.6666666666666666
W5,949,7,coexistence,0,2,0
W5,949,8,coexistence,0,1,0
W5,950,1,coexistence,3,8,0.375
W5,950,2,coexistence,1,7,0.14285714285714285
W5,950,3,coexistence,0,6,0
W5,950,4,coexistence,0,5,0
W5,950,5,coexistence,3,4,0.75
W5,950,6,coexistence,1,3,0.3333333333333333
W5,950,7,coexistence,0,2,0
W5,950,8,coexistence,0,1,0
W5,951,1,coexistence,3,8,0.375
W5,951,2,coexistence,2,7,0.2857142857142857
W5,951,3,coexistence,1,6,0.16666666666666666
W5,951,4,coexistence,1,5,0.2
W5,951,5,coexistence,0,4,0
W5,951,6,coexistence,1,3,0.3333333333333333
W5,951,7,coexistence,0,2,0
W5,951,8,coexistence,0,1,0
W5,952,1,coexistence,2,8,0.25
W5,952,2,coexistence,1,7,0.14285714285714285
W5,952,3,coexistence,3,6,0.5
W5,952,4,coexistence,1,5,0.2
W5,952,5,coexistence,1,4,0.25
W5,952,6,coexistence,0,3,0
W5,952,7,coexistence,0,2,0
W5,952,8,coexistence,0,1,0
W5,953,1,coexistence,2,8,0.25
W5,953,2,coexistence,1,7,0.14285714285714285
W5,953,3,coexistence,1,6,0.16666666666666666
W5,953,4,coexistence,2,5,0.4
W5,953,5,coexistence,1,4,0.25
W5,953,6,coexistence,1,3,0.3333333333333333
W5,953,7,coexistence,0,2,0
W5,953,8,coexistence,0,1,0
W5,954,1,coexistence,0,8,0
W5,954,2,coexistence,1,7,0.14285714285714285
W5,954,3,coexistence,4,6,0.6666666666666666
W5,954,4,coexistence,1,5,0.2
W5,954,5,coexistence,1,4,0.25
W5,954,6,coexistence,1,3,0.3333333333333333
W5,954,7,coexistence,0,2,0
W5,954,8,coexistence,0,1,0
W5,955,1,coexistence,3,8,0.375
W5,955,2,coexistence,1,7,0.14285714285714285
W5,955,3,coexistence,1,6,0.16666666666666666
W5,955,4,coexistence,1,5,0.2
W5,955,5,coexistence,0,4,0
W5,955,6,coexistence,1,3,0.3333333333333333
W5,955,7,coexistence,1,2,0.5
W5,955,8,coexistence,0,1,0
W5,956,1,coexistence,3,8,0.375
W5,956,2,coexistence,0,7,0
W5,956,3,coexistence,2,6,0.3333333333333333
W5,956,4,coexistence,1,5,0.2
W5,956,5,coexistence,1,4,0.25
W5,956,6,coexistence,1,3,0.3333333333333333
W5,956,7,coexistence,0,2,0
W5,956,8,coexistence,0,1,0
W5,957,1,coexistence,0,8,0
W5,957,2,coexistence,2,7,0.2857142857142857
W5,957,3,coexistence,1,6,0.16666666666666666
W5,957,4,coexistence,1,5,0.2
W5,957,5,coexistence,2,4,0.5
W5,957,6,coexistence,2,3,0.6666666666666666
W5,957,7,coexistence,0,2,0
W5,957,8,coexistence,0,1,0
W5,958,1,coexistence,2,8,0.25
W5,958,2,coexistence,1,7,0.14285714285714285
W5,958,3,coexistence,1,6,0.16666666666666666
W5,958,4,coexistence,1,5,0.2
W5,958,5,coexistence,2,4,0.5
W5,958,6,coexistence,0,3,0
W5,958,7,coexistence,1,2,0.5
W5,958,8,coexistence,0,1,0
W5,959,1,coexistence,4,8,0.5
W5,959,2,coexistence,1,7,0.14285714285714285
W5,959,3,coexistence,0,6,0
W5,959,4,coexistence,0,5,0
W5,959,5,coexistence,1,4,0.25
W5,959,6,coexistence,2,3,0.6666666666666666
W5,959,7,coexistence,0,2,0
W5,959,8,coexistence,0,1,0
W5,960,1,coexistence,0,8,0
W5,960,2,coexistence,2,7,0.2857142857142857
W5,960,3,coexistence,1,6,0.16666666666666666
W5,960,4,coexistence,1,5,0.2
W5,960,5,coexistence,1,4,0.25
W5,960,6,coexistence,1,3,0.3333333333333333
W5,960,7,coexistence,1,2,0.5
W5,960,8,coexistence,1,1,1
W5,961,1,coexistence,2,8,0.25
W5,961,2,coexistence,1,7,0.14285714285714285
W5,961,3,coexistence,2,6,0.3333333333333333
W5,961,4,coexistence,1,5,0.2
W5,961,5,coexistence,0,4,0
W5,961,6,coexistence,1,3,0.3333333333333333
W5,961,7,coexistence,1,2,0.5
W5,961,8,coexistence,0,1,0
W5,962,1,coexistence,4,8,0.5
W5,962,2,coexistence,0,7,0
W5,962,3,coexistence,2,6,0.3333333333333333
W5,962,4,coexistence,1,5,0.2
W5,962,5,coexistence,0,4,0
W5,962,6,coexistence,1,3,0.3333333333333333
W5,962,7,coexistence,0,2,0
W5,962,8,coexistence,0,1,0
W5,963,1,coexistence,1,8,0.125
W5,963,2,coexistence,3,7,0.42857142857142855
W5,963,3,coexistence,1,6,0.16666666666666666
W5,963,4,coexistence,1,5,0.2
W5,963,5,coexistence,0,4,0
W5,963,6,coexistence,0,3,0
W5,963,7,coexistence,1,2,0.5
W5,963,8,coexistence,1,1,1
W5,964,1,coexistence,1,8,0.125
W5,964,2,coexistence,2,7,0.2857142857142857
W5,964,3,coexistence,2,6,0.3333333333333333
W5,964,4,coexistence,0,5,0
W5,964,5,coexistence,2,4,0.5
W5,964,6,coexistence,0,3,0
W5,964,7,coexistence,0,2,0
W5,964,8,coexistence,1,1,1
W5,965,1,coexistence,2,8,0.25
W5,965,2,coexistence,1,7,0.14285714285714285
W5,965,3,coexistence,1,6,0.16666666666666666
W5,965,4,coexistence,1,5,0.2
W5,965,5,coexistence,1,4,0.25
W5,965,6,coexistence,0,3,0
W5,965,7,coexistence,2,2,1
W5,965,8,coexistence,0,1,0
W5,966,1,coexistence,0,8,0
W5,966,2,coexistence,2,7,0.2857142857142857
W5,966,3,coexistence,2,6,0.3333333333333333
W5,966,4,coexistence,0,5,0
W5,966,5,coexistence,2,4,0.5
W5,966,6,coexistence,1,3,0.3333333333333333
W5,966,7,coexistence,1,2,0.5
W5,966,8,coexistence,0,1,0
W5,967,1,coexistence,2,8,0.25
W5,967,2,coexistence,2,7,0.2857142857142857
W5,967,3,coexistence,2,6,0.3333333333333333
W5,967,4,coexistence,1,5,0.2
W5,967,5,coexistence,0,4,0
W5,967,6,coexistence,0,3,0
W5,967,7,coexistence,0,2,0
W5,967,8,coexistence,1,1,1
W5,968,1,coexistence,2,8,0.25
W5,968,2,coexistence,2,7,0.2857142857142857
W5,968,3,coexistence,0,6,0
W5,968,4,coexistence,1,5,0.2
W5,968,5,coexistence,3,4,0.75
W5,968,6,coexistence,0,3,0
W5,968,7,coexistence,0,2,0
W5,968,8,coexistence,0,1,0
W5,969,1,coexistence,3,8,0.375
W5,969,2,coexistence,2,7,0.2857142857142857
W5,969,3,coexistence,0,6,0
W5,969,4,coexistence,0,5,0
W5,969,5,coexistence,2,4,0.5
W5,969,6,coexistence,1,3,0.3333333333333333
W5,969,7,coexistence,0,2,0
W5,969,8,coexistence,0,1,0
W5,970,1,coexistence,1,8,0.125
W5,970,2,coexistence,2,7,0.2857142857142857
W5,970,3,coexistence,1,6,0.16666666666666666
W5,970,4,coexistence,1,5,0.2
W5,970,5,coexistence,2,4,0.5
W5,970,6,coexistence,0,3,0
W5,970,7,coexistence,0,2,0
W5,970,8,coexistence,1,1,1
W5,971,1,coexistence,2,8,0.25
W5,971,2,coexistence,2,7,0.2857142857142857
W5,971,3,coexistence,0,6,0
W5,971,4,coexistence,1,5,0.2
W5,971,5,coexistence,1,4,0.25
W5,971,6,coexistence,0,3,0
W5,971,7,coexistence,1,2,0.5
W5,971,8,coexistence,1,1,1
W5,972,1,coexistence,2,8,0.25
W5,972,2,coexistence,0,7,0
W5,972,3,coexistence,1,6,0.16666666666666666
W5,972,4,coexistence,3,5,0.6
W5,972,5,coexistence,1,4,0.25
W5,972,6,coexistence,1,3,0.3333333333333333
W5,972,7,coexistence,0,2,0
W5,972,8,coexistence,0,1,0
W5,973,1,coexistence,2,8,0.25
W5,973,2,coexistence,1,7,0.14285714285714285
W5,973,3,coexistence,1,6,0.16666666666666666
W5,973,4,coexistence,1,5,0.2
W5,973,5,coexistence,1,4,0.25
W5,973,6,coexistence,0,3,0
W5,973,7,coexistence,1,2,0.5
W5,973,8,coexistence,1,1,1
W5,974,1,coexistence,1,8,0.125
W5,974,2,coexistence,2,7,0.2857142857142857
W5,974,3,coexistence,1,6,0.16666666666666666
W5,974,4,coexistence,1,5,0.2
W5,974,5,coexistence,0,4,0
W5,974,6,coexistence,2,3,0.6666666666666666
W5,974,7,coexistence,0,2,0
W5,974,8,coexistence,1,1,1
W5,975,1,coexistence,1,8,0.125
W5,975,2,coexistence,1,7,0.14285714285714285
W5,975,3,coexistence,1,6,0.16666666666666666
W5,975,4,coexistence,1,5,0.2
W5,975,5,coexistence,2,4,0.5
W5,975,6,coexistence,0,3,0
W5,975,7,coexistence,1,2,0.5
W5,975,8,coexistence,1,1,1
W5,976,1,coexistence,1,8,0.125
W5,976,2,coexistence,1,7,0.14285714285714285
W5,976,3,coexistence,1,6,0.16666666666666666
W5,976,4,coexistence,1,5,0.2
W5,976,5,coexistence,2,4,0.5
W5,976,6,coexistence,0,3,0
W5,976,7,coexistence,2,2,1
W5,976,8,coexistence,0,1,0
W5,977,1,coexistence,1,8,0.125
W5,977,2,coexistence,1,7,0.14285714285714285
W5,977,3,coexistence,3,6,0.5
W5,977,4,coexistence,2,5,0.4
W5,977,5,coexistence,0,4,0
W5,977,6,coexistence,0,3,0
W5,977,7,coexistence,1,2,0.5
W5,977,8,coexistence,0,1,0
W5,978,1,coexistence,0,8,0
W5,978,2,coexistence,1,7,0.14285714285714285
W5,978,3,coexistence,3,6,0.5
W5,978,4,coexistence,3,5,0.6
W5,978,5,coexistence,0,4,0
W5,978,6,coexistence,0,3,0
W5,978,7,coexistence,1,2,0.5
W5,978,8,coexistence,0,1,0
W5,979,1,coexistence,4,8,0.5
W5,979,2,coexistence,0,7,0
W5,979,3,coexistence,2,6,0.3333333333333333
W5,979,4,coexistence,0,5,0
W5,979,5,coexistence,0,4,0
W5,979,6,coexistence,0,3,0
W5,979,7,coexistence,1,2,0.5
W5,979,8,coexistence,1,1,1
W5,980,1,coexistence,1,8,0.125
W5,980,2,coexistence,3,7,0.42857142857142855
W5,980,3,coexistence,1,6,0.16666666666666666
W5,980,4,coexistence,2,5,0.4
W5,980,5,coexistence,0,4,0
W5,980,6,coexistence,1,3,0.3333333333333333
W5,980,7,coexistence,0,2,0
W5,980,8,coexistence,0,1,0
W5,981,1,coexistence,1,8,0.125
W5,981,2,coexistence,0,7,0
W5,981,3,coexistence,3,6,0.5
W5,981,4,coexistence,1,5,0.2
W5,981,5,coexistence,1,4,0.25
W5,981,6,coexistence,1,3,0.3333333333333333
W5,981,7,coexistence,1,2,0.5
W5,981,8,coexistence,0,1,0
W5,982,1,coexistence,2,8,0.25
W5,982,2,coexistence,1,7,0.14285714285714285
W5,982,3,coexistence,1,6,0.16666666666666666
W5,982,4,coexistence,1,5,0.2
W5,982,5,coexistence,2,4,0.5
W5,982,6,coexistence,1,3,0.3333333333333333
W5,982,7,coexistence,0,2,0
W5,982,8,coexistence,0,1,0
W5,983,1,coexistence,2,8,0.25
W5,983,2,coexistence,3,7,0.42857142857142855
W5,983,3,coexistence,1,6,0.16666666666666666
W5,983,4,coexistence,0,5,0
W5,983,5,coexistence,1,4,0.25
W5,983,6,coexistence,1,3,0.3333333333333333
W5,983,7,coexistence,0,2,0
W5,983,8,coexistence,0,1,0
W5,984,1,coexistence,2,8,0.25
W5,984,2,coexistence,1,7,0.14285714285714285
W5,984,3,coexistence,0,6,0
W5,984,4,coexistence,1,5,0.2
W5,984,5,coexistence,1,4,0.25
W5,984,6,coexistence,2,3,0.6666666666666666
W5,984,7,coexistence,0,2,0
W5,984,8,coexistence,1,1,1
W5,985,1,coexistence,2,8,0.25
W5,985,2,coexistence,3,7,0.42857142857142855
W5,985,3,coexistence,0,6,0
W5,985,4,coexistence,2,5,0.4
W5,985,5,coexistence,1,4,0.25
W5,985,6,coexistence,0,3,0
W5,985,7,coexistence,0,2,0
W5,985,8,coexistence,0,1,0
W5,986,1,coexistence,1,8,0.125
W5,986,2,coexistence,1,7,0.14285714285714285
W5,986,3,coexistence,2,6,0.3333333333333333
W5,986,4,coexistence,1,5,0.2
W5,986,5,coexistence,1,4,0.25
W5,986,6,coexistence,0,3,0
W5,986,7,coexistence,2,2,1
W5,986,8,coexistence,0,1,0
W5,987,1,coexistence,1,8,0.125
W5,987,2,coexistence,1,7,0.14285714285714285
W5,987,3,coexistence,2,6,0.3333333333333333
W5,987,4,coexistence,1,5,0.2
W5,987,5,coexistence,3,4,0.75
W5,987,6,coexistence,0,3,0
W5,987,7,coexistence,0,2,0
W5,987,8,coexistence,0,1,0
W5,988,1,coexistence,2,8,0.25
W5,988,2,coexistence,2,7,0.2857142857142857
W5,988,3,coexistence,0,6,0
W5,988,4,coexistence,2,5,0.4
W5,988,5,coexistence,1,4,0.25
W5,988,6,coexistence,1,3,0.3333333333333333
W5,988,7,coexistence,0,2,0
W5,988,8,coexistence,0,1,0
W5,989,1,coexistence,2,8,0.25
W5,989,2,coexistence,1,7,0.14285714285714285
W5,989,3,coexistence,1,6,0.16666666666666666
W5,989,4,coexistence,2,5,0.4
W5,989,5,coexistence,0,4,0
W5,989,6,coexistence,1,3,0.3333333333333333
W5,989,7,coexistence,0,2,0
W5,989,8,coexistence,1,1,1
W5,990,1,coexistence,1,8,0.125
W5,990,2,coexistence,1,7,0.14285714285714285
W5,990,3,coexistence,3,6,0.5
W5,990,4,coexistence,1,5,0.2
W5,990,5,coexistence,1,4,0.25
W5,990,6,coexistence,0,3,0
W5,990,7,coexistence,0,2,0
W5,990,8,coexistence,1,1,1
W5,991,1,coexistence,1,8,0.125
W5,991,2,coexistence,2,7,0.2857142857142857
W5,991,3,coexistence,1,6,0.16666666666666666
W5,991,4,coexistence,2,5,0.4
W5,991,5,coexistence,1,4,0.25
W5,991,6,coexistence,1,3,0.3333333333333333
W5,991,7,coexistence,0,2,0
W5,991,8,coexistence,0,1,0
W5,992,1,coexistence,3,8,0.375
W5,992,2,coexistence,1,7,0.14285714285714285
W5,992,3,coexistence,1,6,0.16666666666666666
W5,992,4,coexistence,1,5,0.2
W5,992,5,coexistence,1,4,0.25
W5,992,6,coexistence,0,3,0
W5,992,7,coexistence,1,2,0.5
W5,992,8,coexistence,0,1,0
W5,993,1,coexistence,3,8,0.375
W5,993,2,coexistence,2,7,0.2857142857142857
W5,993,3,coexistence,2,6,0.3333333333333333
W5,993,4,coexistence,0,5,0
W5,993,5,coexistence,1,4,0.25
W5,993,6,coexistence,0,3,0
W5,993,7,coexistence,0,2,0
W5,993,8,coexistence,0,1,0
W5,994,1,coexistence,1,8,0.125
W5,994,2,coexistence,2,7,0.2857142857142857
W5,994,3,coexistence,1,6,0.16666666666666666
W5,994,4,coexistence,0,5,0
W5,994,5,coexistence,1,4,0.25
W5,994,6,coexistence,1,3,0.3333333333333333
W5,994,7,coexistence,2,2,1
W5,994,8,coexistence,0,1,0
W5,995,1,coexistence,0,8,0
W5,995,2,coexistence,2,7,0.2857142857142857
W5,995,3,coexistence,4,6,0.6666666666666666
W5,995,4,coexistence,0,5,0
W5,995,5,coexistence,1,4,0.25
W5,995,6,coexistence,1,3,0.3333333333333333
W5,995,7,coexistence,0,2,0
W5,995,8,coexistence,0,1,0
W5,996,1,coexistence,3,8,0.375
W5,996,2,coexistence,2,7,0.2857142857142857
W5,996,3,coexistence,2,6,0.3333333333333333
W5,996,4,coexistence,1,5,0.2
W5,996,5,coexistence,0,4,0
W5,996,6,coexistence,0,3,0
W5,996,7,coexistence,0,2,0
W5,996,8,coexistence,0,1,0
W5,997,1,coexistence,1,8,0.125
W5,997,2,coexistence,1,7,0.14285714285714285
W5,997,3,coexistence,1,6,0.16666666666666666
W5,997,4,coexistence,3,5,0.6
W5,997,5,coexistence,1,4,0.25
W5,997,6,coexistence,0,3,0
W5,997,7,coexistence,0,2,0
W5,997,8,coexistence,1,1,1
W5,998,1,coexistence,3,8,0.375
W5,998,2,coexistence,1,7,0.14285714285714285
W5,998,3,coexistence,1,6,0.16666666666666666
W5,998,4,coexistence,1,5,0.2
W5,998,5,coexistence,1,4,0.25
W5,998,6,coexistence,1,3,0.3333333333333333
W5,998,7,coexistence,0,2,0
