Community,CommunitySize,CommunityPairSize,CommunitiyMotifSize,Replicate,Motif,Count,Fraction
C1R7,7,21,35,255,6,4,0.11428571428571428
C1R7,7,21,35,255,7,0,0
C1R7,7,21,35,256,1,4,0.11428571428571428
C1R7,7,21,35,256,2,14,0.4
C1R7,7,21,35,256,3,5,0.14285714285714285
C1R7,7,21,35,256,4,5,0.14285714285714285
C1R7,7,21,35,256,5,4,0.11428571428571428
C1R7,7,21,35,256,6,3,0.08571428571428572
C1R7,7,21,35,256,7,0,0
C1R7,7,21,35,257,1,2,0.05714285714285714
C1R7,7,21,35,257,2,15,0.42857142857142855
C1R7,7,21,35,257,3,6,0.17142857142857143
C1R7,7,21,35,257,4,5,0.14285714285714285
C1R7,7,21,35,257,5,5,0.14285714285714285
C1R7,7,21,35,257,6,2,0.05714285714285714
C1R7,7,21,35,257,7,0,0
C1R7,7,21,35,258,1,5,0.14285714285714285
C1R7,7,21,35,258,2,14,0.4
C1R7,7,21,35,258,3,6,0.17142857142857143
C1R7,7,21,35,258,4,4,0.11428571428571428
C1R7,7,21,35,258,5,2,0.05714285714285714
C1R7,7,21,35,258,6,4,0.11428571428571428
C1R7,7,21,35,258,7,0,0
C1R7,7,21,35,259,1,6,0.17142857142857143
C1R7,7,21,35,259,2,12,0.34285714285714286
C1R7,7,21,35,259,3,2,0.05714285714285714
C1R7,7,21,35,259,4,9,0.2571428571428571
C1R7,7,21,35,259,5,3,0.08571428571428572
C1R7,7,21,35,259,6,3,0.08571428571428572
C1R7,7,21,35,259,7,0,0
C1R7,7,21,35,260,1,6,0.17142857142857143
C1R7,7,21,35,260,2,13,0.37142857142857144
C1R7,7,21,35,260,3,4,0.11428571428571428
C1R7,7,21,35,260,4,6,0.17142857142857143
C1R7,7,21,35,260,5,2,0.05714285714285714
C1R7,7,21,35,260,6,4,0.11428571428571428
C1R7,7,21,35,260,7,0,0
C1R7,7,21,35,261,1,3,0.08571428571428572
C1R7,7,21,35,261,2,14,0.4
C1R7,7,21,35,261,3,4,0.11428571428571428
C1R7,7,21,35,261,4,8,0.22857142857142856
C1R7,7,21,35,261,5,4,0.11428571428571428
C1R7,7,21,35,261,6,2,0.05714285714285714
C1R7,7,21,35,261,7,0,0
C1R7,7,21,35,262,1,6,0.17142857142857143
C1R7,7,21,35,262,2,13,0.37142857142857144
C1R7,7,21,35,262,3,6,0.17142857142857143
C1R7,7,21,35,262,4,3,0.08571428571428572
C1R7,7,21,35,262,5,3,0.08571428571428572
C1R7,7,21,35,262,6,4,0.11428571428571428
C1R7,7,21,35,262,7,0,0
C1R7,7,21,35,263,1,7,0.2
C1R7,7,21,35,263,2,11,0.3142857142857143
C1R7,7,21,35,263,3,3,0.08571428571428572
C1R7,7,21,35,263,4,7,0.2
C1R7,7,21,35,263,5,4,0.11428571428571428
C1R7,7,21,35,263,6,3,0.08571428571428572
C1R7,7,21,35,263,7,0,0
C1R7,7,21,35,264,1,2,0.05714285714285714
C1R7,7,21,35,264,2,15,0.42857142857142855
C1R7,7,21,35,264,3,4,0.11428571428571428
C1R7,7,21,35,264,4,10,0.2857142857142857
C1R7,7,21,35,264,5,2,0.05714285714285714
C1R7,7,21,35,264,6,2,0.05714285714285714
C1R7,7,21,35,264,7,0,0
C1R7,7,21,35,265,1,3,0.08571428571428572
C1R7,7,21,35,265,2,15,0.42857142857142855
C1R7,7,21,35,265,3,3,0.08571428571428572
C1R7,7,21,35,265,4,4,0.11428571428571428
C1R7,7,21,35,265,5,7,0.2
C1R7,7,21,35,265,6,3,0.08571428571428572
C1R7,7,21,35,265,7,0,0
C1R7,7,21,35,266,1,6,0.17142857142857143
C1R7,7,21,35,266,2,12,0.34285714285714286
C1R7,7,21,35,266,3,3,0.08571428571428572
C1R7,7,21,35,266,4,5,0.14285714285714285
C1R7,7,21,35,266,5,6,0.17142857142857143
C1R7,7,21,35,266,6,3,0.08571428571428572
C1R7,7,21,35,266,7,0,0
C1R7,7,21,35,267,1,3,0.08571428571428572
C1R7,7,21,35,267,2,16,0.45714285714285713
C1R7,7,21,35,267,3,7,0.2
C1R7,7,21,35,267,4,5,0.14285714285714285
C1R7,7,21,35,267,5,0,0
C1R7,7,21,35,267,6,4,0.11428571428571428
C1R7,7,21,35,267,7,0,0
C1R7,7,21,35,268,1,3,0.08571428571428572
C1R7,7,21,35,268,2,14,0.4
C1R7,7,21,35,268,3,6,0.17142857142857143
C1R7,7,21,35,268,4,8,0.22857142857142856
C1R7,7,21,35,268,5,2,0.05714285714285714
C1R7,7,21,35,268,6,2,0.05714285714285714
C1R7,7,21,35,268,7,0,0
C1R7,7,21,35,269,1,5,0.14285714285714285
C1R7,7,21,35,269,2,12,0.34285714285714286
C1R7,7,21,35,269,3,4,0.11428571428571428
C1R7,7,21,35,269,4,7,0.2
C1R7,7,21,35,269,5,5,0.14285714285714285
C1R7,7,21,35,269,6,2,0.05714285714285714
C1R7,7,21,35,269,7,0,0
C1R7,7,21,35,270,1,6,0.17142857142857143
C1R7,7,21,35,270,2,13,0.37142857142857144
C1R7,7,21,35,270,3,1,0.02857142857142857
C1R7,7,21,35,270,4,8,0.22857142857142856
C1R7,7,21,35,270,5,3,0.08571428571428572
C1R7,7,21,35,270,6,4,0.11428571428571428
C1R7,7,21,35,270,7,0,0
C1R7,7,21,35,271,1,6,0.17142857142857143
C1R7,7,21,35,271,2,11,0.3142857142857143
C1R7,7,21,35,271,3,2,0.05714285714285714
C1R7,7,21,35,271,4,11,0.3142857142857143
C1R7,7,21,35,271,5,3,0.08571428571428572
C1R7,7,21,35,271,6,2,0.05714285714285714
C1R7,7,21,35,271,7,0,0
C1R7,7,21,35,272,1,7,0.2
C1R7,7,21,35,272,2,12,0.34285714285714286
C1R7,7,21,35,272,3,3,0.08571428571428572
C1R7,7,21,35,272,4,6,0.17142857142857143
C1R7,7,21,35,272,5,3,0.08571428571428572
C1R7,7,21,35,272,6,4,0.11428571428571428
C1R7,7,21,35,272,7,0,0
C1R7,7,21,35,273,1,3,0.08571428571428572
C1R7,7,21,35,273,2,16,0.45714285714285713
C1R7,7,21,35,273,3,0,0
C1R7,7,21,35,273,4,4,0.11428571428571428
C1R7,7,21,35,273,5,9,0.2571428571428571
C1R7,7,21,35,273,6,2,0.05714285714285714
C1R7,7,21,35,273,7,1,0.02857142857142857
C1R7,7,21,35,274,1,4,0.11428571428571428
C1R7,7,21,35,274,2,14,0.4
C1R7,7,21,35,274,3,3,0.08571428571428572
C1R7,7,21,35,274,4,7,0.2
C1R7,7,21,35,274,5,4,0.11428571428571428
C1R7,7,21,35,274,6,3,0.08571428571428572
C1R7,7,21,35,274,7,0,0
C1R7,7,21,35,275,1,5,0.14285714285714285
C1R7,7,21,35,275,2,13,0.37142857142857144
C1R7,7,21,35,275,3,3,0.08571428571428572
C1R7,7,21,35,275,4,8,0.22857142857142856
C1R7,7,21,35,275,5,3,0.08571428571428572
C1R7,7,21,35,275,6,3,0.08571428571428572
C1R7,7,21,35,275,7,0,0
C1R7,7,21,35,276,1,5,0.14285714285714285
C1R7,7,21,35,276,2,13,0.37142857142857144
C1R7,7,21,35,276,3,2,0.05714285714285714
C1R7,7,21,35,276,4,10,0.2857142857142857
C1R7,7,21,35,276,5,2,0.05714285714285714
C1R7,7,21,35,276,6,3,0.08571428571428572
C1R7,7,21,35,276,7,0,0
C1R7,7,21,35,277,1,3,0.08571428571428572
C1R7,7,21,35,277,2,15,0.42857142857142855
C1R7,7,21,35,277,3,3,0.08571428571428572
C1R7,7,21,35,277,4,7,0.2
C1R7,7,21,35,277,5,4,0.11428571428571428
C1R7,7,21,35,277,6,3,0.08571428571428572
C1R7,7,21,35,277,7,0,0
C1R7,7,21,35,278,1,7,0.2
C1R7,7,21,35,278,2,12,0.34285714285714286
C1R7,7,21,35,278,3,4,0.11428571428571428
C1R7,7,21,35,278,4,6,0.17142857142857143
C1R7,7,21,35,278,5,2,0.05714285714285714
C1R7,7,21,35,278,6,4,0.11428571428571428
C1R7,7,21,35,278,7,0,0
C1R7,7,21,35,279,1,2,0.05714285714285714
C1R7,7,21,35,279,2,15,0.42857142857142855
C1R7,7,21,35,279,3,6,0.17142857142857143
C1R7,7,21,35,279,4,8,0.22857142857142856
C1R7,7,21,35,279,5,2,0.05714285714285714
C1R7,7,21,35,279,6,2,0.05714285714285714
C1R7,7,21,35,279,7,0,0
C1R7,7,21,35,280,1,3,0.08571428571428572
C1R7,7,21,35,280,2,14,0.4
C1R7,7,21,35,280,3,2,0.05714285714285714
C1R7,7,21,35,280,4,12,0.34285714285714286
C1R7,7,21,35,280,5,2,0.05714285714285714
C1R7,7,21,35,280,6,2,0.05714285714285714
C1R7,7,21,35,280,7,0,0
C1R7,7,21,35,281,1,3,0.08571428571428572
C1R7,7,21,35,281,2,16,0.45714285714285713
C1R7,7,21,35,281,3,2,0.05714285714285714
C1R7,7,21,35,281,4,5,0.14285714285714285
C1R7,7,21,35,281,5,5,0.14285714285714285
C1R7,7,21,35,281,6,4,0.11428571428571428
C1R7,7,21,35,281,7,0,0
C1R7,7,21,35,282,1,5,0.14285714285714285
C1R7,7,21,35,282,2,14,0.4
C1R7,7,21,35,282,3,1,0.02857142857142857
C1R7,7,21,35,282,4,8,0.22857142857142856
C1R7,7,21,35,282,5,3,0.08571428571428572
C1R7,7,21,35,282,6,4,0.11428571428571428
C1R7,7,21,35,282,7,0,0
C1R7,7,21,35,283,1,6,0.17142857142857143
C1R7,7,21,35,283,2,12,0.34285714285714286
C1R7,7,21,35,283,3,2,0.05714285714285714
C1R7,7,21,35,283,4,7,0.2
C1R7,7,21,35,283,5,5,0.14285714285714285
C1R7,7,21,35,283,6,3,0.08571428571428572
C1R7,7,21,35,283,7,0,0
C1R7,7,21,35,284,1,5,0.14285714285714285
C1R7,7,21,35,284,2,12,0.34285714285714286
C1R7,7,21,35,284,3,5,0.14285714285714285
C1R7,7,21,35,284,4,9,0.2571428571428571
C1R7,7,21,35,284,5,3,0.08571428571428572
C1R7,7,21,35,284,6,0,0
C1R7,7,21,35,284,7,1,0.02857142857142857
C1R7,7,21,35,285,1,5,0.14285714285714285
C1R7,7,21,35,285,2,14,0.4
C1R7,7,21,35,285,3,3,0.08571428571428572
C1R7,7,21,35,285,4,8,0.22857142857142856
C1R7,7,21,35,285,5,1,0.02857142857142857
C1R7,7,21,35,285,6,4,0.11428571428571428
C1R7,7,21,35,285,7,0,0
C1R7,7,21,35,286,1,4,0.11428571428571428
C1R7,7,21,35,286,2,13,0.37142857142857144
C1R7,7,21,35,286,3,4,0.11428571428571428
C1R7,7,21,35,286,4,8,0.22857142857142856
C1R7,7,21,35,286,5,4,0.11428571428571428
C1R7,7,21,35,286,6,2,0.05714285714285714
C1R7,7,21,35,286,7,0,0
C1R7,7,21,35,287,1,6,0.17142857142857143
C1R7,7,21,35,287,2,13,0.37142857142857144
C1R7,7,21,35,287,3,2,0.05714285714285714
C1R7,7,21,35,287,4,7,0.2
C1R7,7,21,35,287,5,3,0.08571428571428572
C1R7,7,21,35,287,6,4,0.11428571428571428
C1R7,7,21,35,287,7,0,0
C1R7,7,21,35,288,1,7,0.2
C1R7,7,21,35,288,2,12,0.34285714285714286
C1R7,7,21,35,288,3,3,0.08571428571428572
C1R7,7,21,35,288,4,7,0.2
C1R7,7,21,35,288,5,2,0.05714285714285714
C1R7,7,21,35,288,6,4,0.11428571428571428
C1R7,7,21,35,288,7,0,0
C1R7,7,21,35,289,1,2,0.05714285714285714
C1R7,7,21,35,289,2,15,0.42857142857142855
C1R7,7,21,35,289,3,4,0.11428571428571428
C1R7,7,21,35,289,4,6,0.17142857142857143
C1R7,7,21,35,289,5,6,0.17142857142857143
C1R7,7,21,35,289,6,2,0.05714285714285714
C1R7,7,21,35,289,7,0,0
C1R7,7,21,35,290,1,1,0.02857142857142857
C1R7,7,21,35,290,2,17,0.4857142857142857
C1R7,7,21,35,290,3,5,0.14285714285714285
C1R7,7,21,35,290,4,8,0.22857142857142856
C1R7,7,21,35,290,5,1,0.02857142857142857
C1R7,7,21,35,290,6,3,0.08571428571428572
C1R7,7,21,35,290,7,0,0
C1R7,7,21,35,291,1,4,0.11428571428571428
C1R7,7,21,35,291,2,15,0.42857142857142855
C1R7,7,21,35,291,3,2,0.05714285714285714
C1R7,7,21,35,291,4,10,0.2857142857142857
C1R7,7,21,35,291,5,1,0.02857142857142857
C1R7,7,21,35,291,6,2,0.05714285714285714
C1R7,7,21,35,291,7,1,0.02857142857142857
C1R7,7,21,35,292,1,5,0.14285714285714285
C1R7,7,21,35,292,2,12,0.34285714285714286
C1R7,7,21,35,292,3,3,0.08571428571428572
C1R7,7,21,35,292,4,10,0.2857142857142857
C1R7,7,21,35,292,5,3,0.08571428571428572
C1R7,7,21,35,292,6,2,0.05714285714285714
C1R7,7,21,35,292,7,0,0
C1R7,7,21,35,293,1,2,0.05714285714285714
C1R7,7,21,35,293,2,15,0.42857142857142855
C1R7,7,21,35,293,3,7,0.2
C1R7,7,21,35,293,4,7,0.2
C1R7,7,21,35,293,5,2,0.05714285714285714
C1R7,7,21,35,293,6,2,0.05714285714285714
C1R7,7,21,35,293,7,0,0
C1R7,7,21,35,294,1,5,0.14285714285714285
C1R7,7,21,35,294,2,12,0.34285714285714286
C1R7,7,21,35,294,3,5,0.14285714285714285
C1R7,7,21,35,294,4,4,0.11428571428571428
C1R7,7,21,35,294,5,7,0.2
C1R7,7,21,35,294,6,2,0.05714285714285714
C1R7,7,21,35,294,7,0,0
C1R7,7,21,35,295,1,7,0.2
C1R7,7,21,35,295,2,11,0.3142857142857143
C1R7,7,21,35,295,3,3,0.08571428571428572
C1R7,7,21,35,295,4,8,0.22857142857142856
C1R7,7,21,35,295,5,3,0.08571428571428572
C1R7,7,21,35,295,6,3,0.08571428571428572
C1R7,7,21,35,295,7,0,0
C1R7,7,21,35,296,1,5,0.14285714285714285
C1R7,7,21,35,296,2,13,0.37142857142857144
C1R7,7,21,35,296,3,3,0.08571428571428572
C1R7,7,21,35,296,4,8,0.22857142857142856
C1R7,7,21,35,296,5,3,0.08571428571428572
C1R7,7,21,35,296,6,3,0.08571428571428572
C1R7,7,21,35,296,7,0,0
C1R7,7,21,35,297,1,8,0.22857142857142856
C1R7,7,21,35,297,2,11,0.3142857142857143
C1R7,7,21,35,297,3,4,0.11428571428571428
C1R7,7,21,35,297,4,6,0.17142857142857143
C1R7,7,21,35,297,5,3,0.08571428571428572
C1R7,7,21,35,297,6,2,0.05714285714285714
C1R7,7,21,35,297,7,1,0.02857142857142857
C1R7,7,21,35,298,1,4,0.11428571428571428
C1R7,7,21,35,298,2,13,0.37142857142857144
C1R7,7,21,35,298,3,4,0.11428571428571428
C1R7,7,21,35,298,4,9,0.2571428571428571
C1R7,7,21,35,298,5,3,0.08571428571428572
C1R7,7,21,35,298,6,2,0.05714285714285714
C1R7,7,21,35,298,7,0,0
C1R7,7,21,35,299,1,6,0.17142857142857143
C1R7,7,21,35,299,2,13,0.37142857142857144
C1R7,7,21,35,299,3,1,0.02857142857142857
C1R7,7,21,35,299,4,9,0.2571428571428571
C1R7,7,21,35,299,5,3,0.08571428571428572
C1R7,7,21,35,299,6,2,0.05714285714285714
C1R7,7,21,35,299,7,1,0.02857142857142857
C1R7,7,21,35,300,1,3,0.08571428571428572
C1R7,7,21,35,300,2,15,0.42857142857142855
C1R7,7,21,35,300,3,5,0.14285714285714285
C1R7,7,21,35,300,4,5,0.14285714285714285
C1R7,7,21,35,300,5,4,0.11428571428571428
C1R7,7,21,35,300,6,3,0.08571428571428572
C1R7,7,21,35,300,7,0,0
C1R7,7,21,35,301,1,5,0.14285714285714285
C1R7,7,21,35,301,2,14,0.4
C1R7,7,21,35,301,3,1,0.02857142857142857
C1R7,7,21,35,301,4,7,0.2
C1R7,7,21,35,301,5,4,0.11428571428571428
C1R7,7,21,35,301,6,4,0.11428571428571428
C1R7,7,21,35,301,7,0,0
C1R7,7,21,35,302,1,4,0.11428571428571428
C1R7,7,21,35,302,2,14,0.4
C1R7,7,21,35,302,3,2,0.05714285714285714
C1R7,7,21,35,302,4,8,0.22857142857142856
C1R7,7,21,35,302,5,4,0.11428571428571428
C1R7,7,21,35,302,6,3,0.08571428571428572
C1R7,7,21,35,302,7,0,0
C1R7,7,21,35,303,1,3,0.08571428571428572
C1R7,7,21,35,303,2,15,0.42857142857142855
C1R7,7,21,35,303,3,4,0.11428571428571428
C1R7,7,21,35,303,4,9,0.2571428571428571
C1R7,7,21,35,303,5,1,0.02857142857142857
C1R7,7,21,35,303,6,3,0.08571428571428572
C1R7,7,21,35,303,7,0,0
C1R7,7,21,35,304,1,3,0.08571428571428572
C1R7,7,21,35,304,2,15,0.42857142857142855
C1R7,7,21,35,304,3,4,0.11428571428571428
C1R7,7,21,35,304,4,7,0.2
C1R7,7,21,35,304,5,3,0.08571428571428572
C1R7,7,21,35,304,6,3,0.08571428571428572
C1R7,7,21,35,304,7,0,0
C1R7,7,21,35,305,1,6,0.17142857142857143
C1R7,7,21,35,305,2,13,0.37142857142857144
C1R7,7,21,35,305,3,4,0.11428571428571428
C1R7,7,21,35,305,4,7,0.2
C1R7,7,21,35,305,5,1,0.02857142857142857
C1R7,7,21,35,305,6,4,0.11428571428571428
C1R7,7,21,35,305,7,0,0
C1R7,7,21,35,306,1,6,0.17142857142857143
C1R7,7,21,35,306,2,13,0.37142857142857144
C1R7,7,21,35,306,3,3,0.08571428571428572
C1R7,7,21,35,306,4,7,0.2
C1R7,7,21,35,306,5,3,0.08571428571428572
C1R7,7,21,35,306,6,2,0.05714285714285714
C1R7,7,21,35,306,7,1,0.02857142857142857
C1R7,7,21,35,307,1,5,0.14285714285714285
C1R7,7,21,35,307,2,13,0.37142857142857144
C1R7,7,21,35,307,3,7,0.2
C1R7,7,21,35,307,4,4,0.11428571428571428
C1R7,7,21,35,307,5,3,0.08571428571428572
C1R7,7,21,35,307,6,3,0.08571428571428572
C1R7,7,21,35,307,7,0,0
C1R7,7,21,35,308,1,5,0.14285714285714285
C1R7,7,21,35,308,2,13,0.37142857142857144
C1R7,7,21,35,308,3,4,0.11428571428571428
C1R7,7,21,35,308,4,8,0.22857142857142856
C1R7,7,21,35,308,5,2,0.05714285714285714
C1R7,7,21,35,308,6,3,0.08571428571428572
C1R7,7,21,35,308,7,0,0
C1R7,7,21,35,309,1,4,0.11428571428571428
C1R7,7,21,35,309,2,15,0.42857142857142855
C1R7,7,21,35,309,3,2,0.05714285714285714
C1R7,7,21,35,309,4,5,0.14285714285714285
C1R7,7,21,35,309,5,5,0.14285714285714285
C1R7,7,21,35,309,6,4,0.11428571428571428
C1R7,7,21,35,309,7,0,0
C1R7,7,21,35,310,1,2,0.05714285714285714
C1R7,7,21,35,310,2,15,0.42857142857142855
C1R7,7,21,35,310,3,4,0.11428571428571428
C1R7,7,21,35,310,4,10,0.2857142857142857
C1R7,7,21,35,310,5,2,0.05714285714285714
C1R7,7,21,35,310,6,2,0.05714285714285714
C1R7,7,21,35,310,7,0,0
C1R7,7,21,35,311,1,3,0.08571428571428572
C1R7,7,21,35,311,2,15,0.42857142857142855
C1R7,7,21,35,311,3,1,0.02857142857142857
C1R7,7,21,35,311,4,9,0.2571428571428571
C1R7,7,21,35,311,5,4,0.11428571428571428
C1R7,7,21,35,311,6,3,0.08571428571428572
C1R7,7,21,35,311,7,0,0
C1R7,7,21,35,312,1,5,0.14285714285714285
C1R7,7,21,35,312,2,14,0.4
C1R7,7,21,35,312,3,1,0.02857142857142857
C1R7,7,21,35,312,4,8,0.22857142857142856
C1R7,7,21,35,312,5,3,0.08571428571428572
C1R7,7,21,35,312,6,4,0.11428571428571428
C1R7,7,21,35,312,7,0,0
C1R7,7,21,35,313,1,0,0
C1R7,7,21,35,313,2,19,0.5428571428571428
C1R7,7,21,35,313,3,10,0.2857142857142857
C1R7,7,21,35,313,4,2,0.05714285714285714
C1R7,7,21,35,313,5,1,0.02857142857142857
C1R7,7,21,35,313,6,2,0.05714285714285714
C1R7,7,21,35,313,7,1,0.02857142857142857
C1R7,7,21,35,314,1,5,0.14285714285714285
C1R7,7,21,35,314,2,14,0.4
C1R7,7,21,35,314,3,3,0.08571428571428572
C1R7,7,21,35,314,4,6,0.17142857142857143
C1R7,7,21,35,314,5,4,0.11428571428571428
C1R7,7,21,35,314,6,2,0.05714285714285714
C1R7,7,21,35,314,7,1,0.02857142857142857
C1R7,7,21,35,315,1,5,0.14285714285714285
C1R7,7,21,35,315,2,12,0.34285714285714286
C1R7,7,21,35,315,3,4,0.11428571428571428
C1R7,7,21,35,315,4,7,0.2
C1R7,7,21,35,315,5,5,0.14285714285714285
C1R7,7,21,35,315,6,2,0.05714285714285714
C1R7,7,21,35,315,7,0,0
C1R7,7,21,35,316,1,3,0.08571428571428572
C1R7,7,21,35,316,2,16,0.45714285714285713
C1R7,7,21,35,316,3,1,0.02857142857142857
C1R7,7,21,35,316,4,4,0.11428571428571428
C1R7,7,21,35,316,5,7,0.2
C1R7,7,21,35,316,6,4,0.11428571428571428
C1R7,7,21,35,316,7,0,0
C1R7,7,21,35,317,1,6,0.17142857142857143
C1R7,7,21,35,317,2,13,0.37142857142857144
C1R7,7,21,35,317,3,2,0.05714285714285714
C1R7,7,21,35,317,4,8,0.22857142857142856
C1R7,7,21,35,317,5,2,0.05714285714285714
C1R7,7,21,35,317,6,4,0.11428571428571428
C1R7,7,21,35,317,7,0,0
C1R7,7,21,35,318,1,7,0.2
C1R7,7,21,35,318,2,12,0.34285714285714286
C1R7,7,21,35,318,3,2,0.05714285714285714
C1R7,7,21,35,318,4,7,0.2
C1R7,7,21,35,318,5,3,0.08571428571428572
C1R7,7,21,35,318,6,4,0.11428571428571428
C1R7,7,21,35,318,7,0,0
C1R7,7,21,35,319,1,4,0.11428571428571428
C1R7,7,21,35,319,2,14,0.4
C1R7,7,21,35,319,3,5,0.14285714285714285
C1R7,7,21,35,319,4,8,0.22857142857142856
C1R7,7,21,35,319,5,1,0.02857142857142857
C1R7,7,21,35,319,6,3,0.08571428571428572
C1R7,7,21,35,319,7,0,0
C1R7,7,21,35,320,1,4,0.11428571428571428
C1R7,7,21,35,320,2,15,0.42857142857142855
C1R7,7,21,35,320,3,3,0.08571428571428572
C1R7,7,21,35,320,4,6,0.17142857142857143
C1R7,7,21,35,320,5,3,0.08571428571428572
C1R7,7,21,35,320,6,4,0.11428571428571428
C1R7,7,21,35,320,7,0,0
C1R7,7,21,35,321,1,7,0.2
C1R7,7,21,35,321,2,11,0.3142857142857143
C1R7,7,21,35,321,3,4,0.11428571428571428
C1R7,7,21,35,321,4,8,0.22857142857142856
C1R7,7,21,35,321,5,2,0.05714285714285714
C1R7,7,21,35,321,6,3,0.08571428571428572
C1R7,7,21,35,321,7,0,0
C1R7,7,21,35,322,1,8,0.22857142857142856
C1R7,7,21,35,322,2,11,0.3142857142857143
C1R7,7,21,35,322,3,4,0.11428571428571428
C1R7,7,21,35,322,4,5,0.14285714285714285
C1R7,7,21,35,322,5,3,0.08571428571428572
C1R7,7,21,35,322,6,4,0.11428571428571428
C1R7,7,21,35,322,7,0,0
C1R7,7,21,35,323,1,6,0.17142857142857143
C1R7,7,21,35,323,2,12,0.34285714285714286
C1R7,7,21,35,323,3,1,0.02857142857142857
C1R7,7,21,35,323,4,10,0.2857142857142857
C1R7,7,21,35,323,5,3,0.08571428571428572
C1R7,7,21,35,323,6,3,0.08571428571428572
C1R7,7,21,35,323,7,0,0
C1R7,7,21,35,324,1,8,0.22857142857142856
C1R7,7,21,35,324,2,8,0.22857142857142856
C1R7,7,21,35,324,3,5,0.14285714285714285
C1R7,7,21,35,324,4,8,0.22857142857142856
C1R7,7,21,35,324,5,5,0.14285714285714285
C1R7,7,21,35,324,6,1,0.02857142857142857
C1R7,7,21,35,324,7,0,0
C1R7,7,21,35,325,1,2,0.05714285714285714
C1R7,7,21,35,325,2,17,0.4857142857142857
C1R7,7,21,35,325,3,2,0.05714285714285714
C1R7,7,21,35,325,4,8,0.22857142857142856
C1R7,7,21,35,325,5,3,0.08571428571428572
C1R7,7,21,35,325,6,2,0.05714285714285714
C1R7,7,21,35,325,7,1,0.02857142857142857
C1R7,7,21,35,326,1,0,0
C1R7,7,21,35,326,2,17,0.4857142857142857
C1R7,7,21,35,326,3,2,0.05714285714285714
C1R7,7,21,35,326,4,7,0.2
C1R7,7,21,35,326,5,7,0.2
C1R7,7,21,35,326,6,2,0.05714285714285714
C1R7,7,21,35,326,7,0,0
C1R7,7,21,35,327,1,6,0.17142857142857143
C1R7,7,21,35,327,2,13,0.37142857142857144
C1R7,7,21,35,327,3,1,0.02857142857142857
C1R7,7,21,35,327,4,6,0.17142857142857143
C1R7,7,21,35,327,5,5,0.14285714285714285
C1R7,7,21,35,327,6,4,0.11428571428571428
C1R7,7,21,35,327,7,0,0
C1R7,7,21,35,328,1,2,0.05714285714285714
C1R7,7,21,35,328,2,17,0.4857142857142857
C1R7,7,21,35,328,3,4,0.11428571428571428
C1R7,7,21,35,328,4,6,0.17142857142857143
C1R7,7,21,35,328,5,2,0.05714285714285714
C1R7,7,21,35,328,6,4,0.11428571428571428
C1R7,7,21,35,328,7,0,0
C1R7,7,21,35,329,1,6,0.17142857142857143
C1R7,7,21,35,329,2,13,0.37142857142857144
C1R7,7,21,35,329,3,5,0.14285714285714285
C1R7,7,21,35,329,4,6,0.17142857142857143
C1R7,7,21,35,329,5,2,0.05714285714285714
C1R7,7,21,35,329,6,2,0.05714285714285714
C1R7,7,21,35,329,7,1,0.02857142857142857
C1R7,7,21,35,330,1,2,0.05714285714285714
C1R7,7,21,35,330,2,17,0.4857142857142857
C1R7,7,21,35,330,3,1,0.02857142857142857
C1R7,7,21,35,330,4,4,0.11428571428571428
C1R7,7,21,35,330,5,7,0.2
C1R7,7,21,35,330,6,4,0.11428571428571428
C1R7,7,21,35,330,7,0,0
C1R7,7,21,35,331,1,5,0.14285714285714285
C1R7,7,21,35,331,2,12,0.34285714285714286
C1R7,7,21,35,331,3,5,0.14285714285714285
C1R7,7,21,35,331,4,5,0.14285714285714285
C1R7,7,21,35,331,5,6,0.17142857142857143
C1R7,7,21,35,331,6,2,0.05714285714285714
C1R7,7,21,35,331,7,0,0
C1R7,7,21,35,332,1,4,0.11428571428571428
C1R7,7,21,35,332,2,14,0.4
C1R7,7,21,35,332,3,2,0.05714285714285714
C1R7,7,21,35,332,4,7,0.2
C1R7,7,21,35,332,5,5,0.14285714285714285
C1R7,7,21,35,332,6,3,0.08571428571428572
C1R7,7,21,35,332,7,0,0
C1R7,7,21,35,333,1,3,0.08571428571428572
C1R7,7,21,35,333,2,14,0.4
C1R7,7,21,35,333,3,1,0.02857142857142857
C1R7,7,21,35,333,4,14,0.4
C1R7,7,21,35,333,5,1,0.02857142857142857
C1R7,7,21,35,333,6,2,0.05714285714285714
C1R7,7,21,35,333,7,0,0
C1R7,7,21,35,334,1,6,0.17142857142857143
C1R7,7,21,35,334,2,13,0.37142857142857144
C1R7,7,21,35,334,3,2,0.05714285714285714
C1R7,7,21,35,334,4,6,0.17142857142857143
C1R7,7,21,35,334,5,4,0.11428571428571428
C1R7,7,21,35,334,6,4,0.11428571428571428
C1R7,7,21,35,334,7,0,0
C1R7,7,21,35,335,1,5,0.14285714285714285
C1R7,7,21,35,335,2,13,0.37142857142857144
C1R7,7,21,35,335,3,7,0.2
C1R7,7,21,35,335,4,5,0.14285714285714285
C1R7,7,21,35,335,5,2,0.05714285714285714
C1R7,7,21,35,335,6,3,0.08571428571428572
C1R7,7,21,35,335,7,0,0
C1R7,7,21,35,336,1,6,0.17142857142857143
C1R7,7,21,35,336,2,11,0.3142857142857143
C1R7,7,21,35,336,3,6,0.17142857142857143
C1R7,7,21,35,336,4,7,0.2
